# Loadout best-response table for the singleplayer bot.
# row = loadout the HUMAN picked (seat P1); the ranked entries are what the
# BOT (seat P2) should answer with. DIRECTIONAL AND SEAT-SPECIFIC: fitted from
# HeuristicBot-vs-HeuristicBot games with fixed seats, so est_winrate is the
# bot's win rate against HeuristicBot playing that loadout, NOT against Marc.
# Generated by CastleDefense.BotArena counter-matrix + counter/analyze.py.
human_team,human_off,human_def,rank,bot_team,bot_off,bot_def,est_winrate,games
Yellow,nuke,heal,1,White,nuke,wall,0.9976,216
Yellow,nuke,heal,2,White,freeze,heal,0.9976,216
Yellow,nuke,heal,3,White,firebomb,heal,0.9976,216
Yellow,nuke,heal,4,White,firebomb,wall,0.9976,216
Yellow,nuke,heal,5,White,freeze,speed,0.9976,216
Yellow,nuke,heal,6,Blue,nuke,heal,0.9976,216
Yellow,nuke,heal,7,White,firebomb,speed,0.9975,216
Yellow,nuke,reinforcements,0,White,nuke,reinforcements,0.9976,216
Yellow,nuke,reinforcements,1,White,nuke,wall,0.9976,216
Yellow,nuke,reinforcements,2,White,freeze,reinforcements,0.9976,216
Yellow,nuke,reinforcements,3,White,freeze,heal,0.9976,216
Yellow,nuke,reinforcements,4,White,freeze,wall,0.9976,216
Yellow,nuke,reinforcements,5,White,firebomb,reinforcements,0.9976,216
Yellow,nuke,reinforcements,6,Black,nuke,heal,0.9976,216
Yellow,nuke,reinforcements,7,White,snipe,reinforcements,0.9975,216
Yellow,nuke,speed,0,White,nuke,heal,0.9977,216
Yellow,nuke,speed,1,White,nuke,wall,0.9977,216
Yellow,nuke,speed,2,White,freeze,heal,0.9977,216
Yellow,nuke,speed,3,White,freeze,wall,0.9977,216
Yellow,nuke,speed,4,White,freeze,speed,0.9976,216
Yellow,nuke,speed,5,Black,nuke,heal,0.9976,216
Yellow,nuke,speed,6,Blue,nuke,heal,0.9976,216
Yellow,nuke,speed,7,White,firebomb,speed,0.9976,216
Yellow,nuke,wall,0,White,nuke,reinforcements,0.9976,216
Yellow,nuke,wall,1,White,nuke,heal,0.9976,216
Yellow,nuke,wall,2,White,nuke,wall,0.9976,216
Yellow,nuke,wall,3,White,freeze,reinforcements,0.9976,216
Yellow,nuke,wall,4,White,freeze,heal,0.9976,216
Yellow,nuke,wall,5,White,firebomb,heal,0.9976,216
Yellow,nuke,wall,6,White,firebomb,wall,0.9976,216
Yellow,nuke,wall,7,White,freeze,wall,0.9976,216
Yellow,firebomb,heal,0,White,nuke,reinforcements,0.9976,216
Yellow,firebomb,heal,1,White,nuke,heal,0.9976,216
Yellow,firebomb,heal,2,White,nuke,wall,0.9976,216
Yellow,firebomb,heal,3,White,freeze,reinforcements,0.9976,216
Yellow,firebomb,heal,4,White,firebomb,heal,0.9976,216
Yellow,firebomb,heal,5,White,firebomb,wall,0.9976,216
Yellow,firebomb,heal,6,White,freeze,wall,0.9976,216
Yellow,firebomb,heal,7,White,freeze,speed,0.9976,216
Yellow,firebomb,reinforcements,0,White,nuke,reinforcements,0.9977,216
Yellow,firebomb,reinforcements,1,White,nuke,heal,0.9977,216
Yellow,firebomb,reinforcements,2,White,nuke,wall,0.9977,216
Yellow,firebomb,reinforcements,3,White,freeze,reinforcements,0.9977,216
Yellow,firebomb,reinforcements,4,White,freeze,heal,0.9976,216
Yellow,firebomb,reinforcements,5,White,firebomb,heal,0.9976,216
Yellow,firebomb,reinforcements,6,White,firebomb,wall,0.9976,216
Yellow,firebomb,reinforcements,7,White,freeze,wall,0.9976,216
Yellow,firebomb,speed,0,White,nuke,reinforcements,0.9977,216
Yellow,firebomb,speed,1,White,nuke,heal,0.9977,216
Yellow,firebomb,speed,2,White,nuke,wall,0.9977,216
Yellow,firebomb,speed,3,White,freeze,reinforcements,0.9977,216
Yellow,firebomb,speed,4,White,freeze,heal,0.9977,216
Yellow,firebomb,speed,5,White,firebomb,heal,0.9977,216
Yellow,firebomb,speed,6,White,firebomb,wall,0.9977,216
Yellow,firebomb,speed,7,White,freeze,wall,0.9977,216
Yellow,firebomb,wall,0,White,nuke,reinforcements,0.9976,216
Yellow,firebomb,wall,1,White,nuke,heal,0.9976,216
Yellow,firebomb,wall,2,White,nuke,wall,0.9976,216
Yellow,firebomb,wall,3,White,freeze,reinforcements,0.9976,216
Yellow,firebomb,wall,4,White,freeze,heal,0.9976,216
Yellow,firebomb,wall,5,White,firebomb,heal,0.9976,216
Yellow,firebomb,wall,6,White,firebomb,wall,0.9976,216
Yellow,firebomb,wall,7,White,freeze,wall,0.9976,216
Yellow,snipe,heal,0,White,nuke,reinforcements,0.9977,216
Yellow,snipe,heal,1,White,nuke,heal,0.9977,216
Yellow,snipe,heal,2,White,nuke,wall,0.9977,216
Yellow,snipe,heal,3,White,freeze,reinforcements,0.9977,216
Yellow,snipe,heal,4,White,freeze,heal,0.9977,216
Yellow,snipe,heal,5,White,firebomb,heal,0.9977,216
Yellow,snipe,heal,6,White,firebomb,wall,0.9977,216
Yellow,snipe,heal,7,White,freeze,wall,0.9977,216
Yellow,snipe,reinforcements,0,White,nuke,reinforcements,0.9977,216
Yellow,snipe,reinforcements,1,White,nuke,heal,0.9977,216
Yellow,snipe,reinforcements,2,White,nuke,wall,0.9977,216
Yellow,snipe,reinforcements,3,White,freeze,reinforcements,0.9977,216
Yellow,snipe,reinforcements,4,White,freeze,heal,0.9977,216
Yellow,snipe,reinforcements,5,White,firebomb,heal,0.9977,216
Yellow,snipe,reinforcements,6,White,firebomb,wall,0.9977,216
Yellow,snipe,reinforcements,7,White,freeze,wall,0.9977,216
Yellow,snipe,speed,0,White,nuke,reinforcements,0.9978,216
Yellow,snipe,speed,1,White,nuke,heal,0.9978,216
Yellow,snipe,speed,2,White,nuke,wall,0.9978,216
Yellow,snipe,speed,3,White,freeze,reinforcements,0.9978,216
Yellow,snipe,speed,4,White,freeze,heal,0.9978,216
Yellow,snipe,speed,5,White,firebomb,heal,0.9978,216
Yellow,snipe,speed,6,White,firebomb,wall,0.9978,216
Yellow,snipe,speed,7,White,freeze,wall,0.9978,216
Yellow,snipe,wall,0,White,nuke,reinforcements,0.9977,216
Yellow,snipe,wall,1,White,nuke,heal,0.9977,216
Yellow,snipe,wall,2,White,nuke,wall,0.9977,216
Yellow,snipe,wall,3,White,freeze,reinforcements,0.9977,216
Yellow,snipe,wall,4,White,freeze,heal,0.9977,216
Yellow,snipe,wall,5,White,firebomb,heal,0.9977,216
Yellow,snipe,wall,6,White,firebomb,wall,0.9977,216
Yellow,snipe,wall,7,White,freeze,wall,0.9977,216
Yellow,freeze,heal,0,White,nuke,reinforcements,0.9976,216
Yellow,freeze,heal,1,White,nuke,heal,0.9976,216
Yellow,freeze,heal,2,White,nuke,wall,0.9976,216
Yellow,freeze,heal,3,White,freeze,reinforcements,0.9976,216
Yellow,freeze,heal,4,White,freeze,heal,0.9976,216
Yellow,freeze,heal,5,White,firebomb,wall,0.9976,216
Yellow,freeze,heal,6,White,freeze,wall,0.9976,216
Yellow,freeze,heal,7,White,freeze,speed,0.9976,216
Yellow,freeze,reinforcements,0,White,nuke,reinforcements,0.9976,216
Yellow,freeze,reinforcements,1,White,nuke,heal,0.9976,216
Yellow,freeze,reinforcements,2,White,nuke,wall,0.9976,216
Yellow,freeze,reinforcements,3,White,freeze,reinforcements,0.9976,216
Yellow,freeze,reinforcements,4,White,freeze,heal,0.9976,216
Yellow,freeze,reinforcements,5,White,firebomb,heal,0.9976,216
Yellow,freeze,reinforcements,6,White,firebomb,wall,0.9976,216
Yellow,freeze,reinforcements,7,White,freeze,wall,0.9976,216
Yellow,freeze,speed,0,White,nuke,reinforcements,0.9977,216
Yellow,freeze,speed,1,White,nuke,heal,0.9977,216
Yellow,freeze,speed,2,White,nuke,wall,0.9977,216
Yellow,freeze,speed,3,White,freeze,reinforcements,0.9977,216
Yellow,freeze,speed,4,White,freeze,heal,0.9977,216
Yellow,freeze,speed,5,White,firebomb,heal,0.9977,216
Yellow,freeze,speed,6,White,firebomb,wall,0.9977,216
Yellow,freeze,speed,7,White,freeze,wall,0.9977,216
Yellow,freeze,wall,0,White,nuke,reinforcements,0.9976,216
Yellow,freeze,wall,1,White,nuke,wall,0.9976,216
Yellow,freeze,wall,2,White,freeze,reinforcements,0.9976,216
Yellow,freeze,wall,3,White,freeze,heal,0.9976,216
Yellow,freeze,wall,4,White,firebomb,heal,0.9976,216
Yellow,freeze,wall,5,White,firebomb,wall,0.9976,216
Yellow,freeze,wall,6,White,freeze,wall,0.9976,216
Yellow,freeze,wall,7,White,firebomb,reinforcements,0.9976,216
