STALL TEST -- a high-tier attacking force vs a stream of tier-1 chumps
  castle HP      : 23000 both sides
  income         : $5000/s both sides (spawns are never money-limited)
  attacker teams : Black,Blue,Green,Orange,Purple,Red,White,Yellow
  blocker        : mirror
  tiers          : 5,6,7,8
  force sizes    : 1,3,5 (spawned 1.00s apart)
  escorts        : none,T4 (one every 1.00s while any high-tier unit lives)
  anchors        : none (defender spawns one every 5.00s alongside the chumps)
  chump periods  : 1,2,3,5,10,15,30 ticks  (30.00/s,15.00/s,10.00/s,6.00/s,3.00/s,2.00/s,1.00/s)
  attacker seat  : 1
  attacker castle: normal (chumps can win the game outright)
  horizon        : 36000 ticks (1200s); the real game ends at 600s

  8/1536 runs...  16/1536 runs...  24/1536 runs...  32/1536 runs...  40/1536 runs...  48/1536 runs...  56/1536 runs...  64/1536 runs...  72/1536 runs...  80/1536 runs...  88/1536 runs...  96/1536 runs...  104/1536 runs...  112/1536 runs...  120/1536 runs...  128/1536 runs...  136/1536 runs...  144/1536 runs...  152/1536 runs...  160/1536 runs...  168/1536 runs...  176/1536 runs...  184/1536 runs...  192/1536 runs...  200/1536 runs...  208/1536 runs...  216/1536 runs...  224/1536 runs...  232/1536 runs...  240/1536 runs...  248/1536 runs...  256/1536 runs...  264/1536 runs...  272/1536 runs...  280/1536 runs...  288/1536 runs...  296/1536 runs...  304/1536 runs...  312/1536 runs...  320/1536 runs...  328/1536 runs...  336/1536 runs...  344/1536 runs...  352/1536 runs...  360/1536 runs...  368/1536 runs...  376/1536 runs...  384/1536 runs...  392/1536 runs...  400/1536 runs...  408/1536 runs...  416/1536 runs...  424/1536 runs...  432/1536 runs...  440/1536 runs...  448/1536 runs...  456/1536 runs...  464/1536 runs...  472/1536 runs...  480/1536 runs...  488/1536 runs...  496/1536 runs...  504/1536 runs...  512/1536 runs...  520/1536 runs...  528/1536 runs...  536/1536 runs...  544/1536 runs...  552/1536 runs...  560/1536 runs...  568/1536 runs...  576/1536 runs...  584/1536 runs...  592/1536 runs...  600/1536 runs...  608/1536 runs...  616/1536 runs...  624/1536 runs...  632/1536 runs...  640/1536 runs...  648/1536 runs...  656/1536 runs...  664/1536 runs...  672/1536 runs...  680/1536 runs...  688/1536 runs...  696/1536 runs...  704/1536 runs...  712/1536 runs...  720/1536 runs...  728/1536 runs...  736/1536 runs...  744/1536 runs...  752/1536 runs...  760/1536 runs...  768/1536 runs...  776/1536 runs...  784/1536 runs...  792/1536 runs...  800/1536 runs...  808/1536 runs...  816/1536 runs...  824/1536 runs...  832/1536 runs...  840/1536 runs...  848/1536 runs...  856/1536 runs...  864/1536 runs...  872/1536 runs...  880/1536 runs...  888/1536 runs...  896/1536 runs...  904/1536 runs...  912/1536 runs...  920/1536 runs...  928/1536 runs...  936/1536 runs...  944/1536 runs...  952/1536 runs...  960/1536 runs...  968/1536 runs...  976/1536 runs...  984/1536 runs...  992/1536 runs...  1000/1536 runs...  1008/1536 runs...  1016/1536 runs...  1024/1536 runs...  1032/1536 runs...  1040/1536 runs...  1048/1536 runs...  1056/1536 runs...  1064/1536 runs...  1072/1536 runs...  1080/1536 runs...  1088/1536 runs...  1096/1536 runs...  1104/1536 runs...  1112/1536 runs...  1120/1536 runs...  1128/1536 runs...  1136/1536 runs...  1144/1536 runs...  1152/1536 runs...  1160/1536 runs...  1168/1536 runs...  1176/1536 runs...  1184/1536 runs...  1192/1536 runs...  1200/1536 runs...  1208/1536 runs...  1216/1536 runs...  1224/1536 runs...  1232/1536 runs...  1240/1536 runs...  1248/1536 runs...  1256/1536 runs...  1264/1536 runs...  1272/1536 runs...  1280/1536 runs...  1288/1536 runs...  1296/1536 runs...  1304/1536 runs...  1312/1536 runs...  1320/1536 runs...  1328/1536 runs...  1336/1536 runs...  1344/1536 runs...  1352/1536 runs...  1360/1536 runs...  1368/1536 runs...  1376/1536 runs...  1384/1536 runs...  1392/1536 runs...  1400/1536 runs...  1408/1536 runs...  1416/1536 runs...  1424/1536 runs...  1432/1536 runs...  1440/1536 runs...  1448/1536 runs...  1456/1536 runs...  1464/1536 runs...  1472/1536 runs...  1480/1536 runs...  1488/1536 runs...  1496/1536 runs...  1504/1536 runs...  1512/1536 runs...  1520/1536 runs...  1528/1536 runs...  1536/1536 runs...

################ FORCE: 1x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Purple   6  cube                 25.0s     DEF WINS        inf       498        90   0.18x   65% defender_won            
Purple   7  monky                24.6s     DEF WINS        inf      4268      1402   0.33x   49% defender_won            
Purple   8  bigblobbo            28.4s     DEF WINS        inf     25860      7860   0.30x  100% defender_won            
Red      5  birdo                28.4s     DEF WINS        inf       194       161   0.83x   80% defender_won            
Red      6  the_puncher          23.4s     DEF WINS        inf       779       514   0.66x  100% defender_won            
Red      7  caw                  15.6s       133.0s     117.5s      4103      1996   0.49x  100% castle_destroyed        
Red      8  draggo               28.4s       >1200s        inf     34504     18000   0.52x  100% survived_horizon        
White    5  alpacco              29.1s     DEF WINS        inf       351       651   1.85x   87% defender_won            
White    6  bread                27.0s     DEF WINS        inf      1256      2289   1.82x  100% defender_won            
White    7  eggo                 11.8s       102.4s      90.6s      3920      4611   1.18x  100% castle_destroyed        
White    8  corn                 30.5s       >1200s        inf     44600     54000   1.21x  100% survived_horizon        
Yellow   5  jig                  28.0s     DEF WINS        inf       196       218   1.11x   72% defender_won            
Yellow   6  bub                  28.8s     DEF WINS        inf      1122      1740   1.55x  100% defender_won            
Yellow   7  deus                 22.6s     DEF WINS        inf      5191      6892   1.33x  100% defender_won            
Yellow   8  lyon                 28.4s       >1200s        inf     33672     36000   1.07x  100% survived_horizon        

--- chumps every 3 ticks (10.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s     DEF WINS        inf       314       182   0.58x   83% defender_won            
Black    6  weirdo               21.6s     DEF WINS        inf      1263       728   0.58x  100% defender_won            
Black    7  gorillo              20.7s        82.6s      61.9s      3258      1654   0.51x  100% castle_destroyed        
Black    8  evilguy              25.4s       474.3s     448.9s     25915      9488   0.37x  100% castle_destroyed        
Blue     5  squid                27.1s     DEF WINS        inf       384       408   1.06x   99% defender_won            
Blue     6  judge                26.0s     DEF WINS        inf      2515      2778   1.10x  100% defender_won            
Blue     7  octoboi              24.1s        75.0s      50.9s      3104      2250   0.72x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        19.1s       4.9s     19876       573   0.03x  100% castle_destroyed        
Green    5  gecko                29.6s     DEF WINS        inf       319       122   0.38x   96% defender_won            
Green    6  geico                28.1s     DEF WINS        inf      1871       785   0.42x  100% defender_won            
Green    7  nom                  10.9s        29.2s      18.3s      1337       292   0.22x  100% castle_destroyed        
Green    8  trogdor              11.4s        18.3s       6.9s     18279       183   0.01x  100% castle_destroyed        
Orange   5  scott                17.2s     DEF WINS        inf       100       164   1.64x   76% defender_won            
Orange   6  zander               17.1s     DEF WINS        inf       506       940   1.86x  100% defender_won            
Orange   7  tiger                16.4s     DEF WINS        inf      4208      6732   1.60x   45% defender_won            
Orange   8  hwy                  17.8s        NEVER        inf     37403     46588   1.25x  100% force_destroyed_horizon 
Purple   5  bit                  34.1s     DEF WINS        inf       291        73   0.25x   56% defender_won            
Purple   6  cube                 25.0s     DEF WINS        inf       573        87   0.15x   71% defender_won            
Purple   7  monky                24.6s     DEF WINS        inf      6268      1740   0.28x  100% defender_won            
Purple   8  bigblobbo            28.4s       137.2s     108.8s     16210      1372   0.08x  100% castle_destroyed        
Red      5  birdo                28.4s     DEF WINS        inf       246       149   0.61x   96% defender_won            
Red      6  the_puncher          23.4s     DEF WINS        inf       961       486   0.51x  100% defender_won            
Red      7  caw                  15.6s        38.7s      23.1s      2868       387   0.13x  100% castle_destroyed        
Red      8  draggo               28.4s       672.7s     644.3s     27653      6727   0.24x  100% castle_destroyed        
White    5  alpacco              29.1s     DEF WINS        inf       459       612   1.33x  100% defender_won            
White    6  bread                27.0s     DEF WINS        inf      1652      2187   1.32x  100% defender_won            
White    7  eggo                 11.8s     DEF WINS        inf      5432      5607   1.03x  100% defender_won            
White    8  corn                 30.5s        56.7s      26.2s     24026      1701   0.07x  100% castle_destroyed        
Yellow   5  jig                  28.0s     DEF WINS        inf       213       180   0.85x   84% defender_won            
Yellow   6  bub                  28.8s     DEF WINS        inf      1292      1344   1.04x  100% defender_won            
Yellow   7  deus                 22.6s     DEF WINS        inf      6483      6120   0.94x  100% defender_won            
Yellow   8  lyon                 28.4s       673.0s     644.6s     24713     13460   0.54x  100% castle_destroyed        

--- chumps every 5 ticks (6.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s     DEF WINS        inf       389       146   0.38x  100% defender_won            
Black    6  weirdo               21.6s     DEF WINS        inf      1688       648   0.38x  100% defender_won            
Black    7  gorillo              20.7s        34.2s      13.5s      2058       412   0.20x  100% castle_destroyed        
Black    8  evilguy              25.4s       120.6s      95.2s     17065      1448   0.08x  100% castle_destroyed        
Blue     5  squid                27.1s     DEF WINS        inf       499       333   0.67x  100% defender_won            
Blue     6  judge                26.0s        77.2s      51.2s      2170      1392   0.64x  100% castle_destroyed        
Blue     7  octoboi              24.1s        39.5s      15.4s      2299       711   0.31x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     19761       258   0.01x  100% castle_destroyed        
Green    5  gecko                29.6s        NEVER        inf       424       106   0.25x  100% force_destroyed_horizon 
Green    6  geico                28.1s        49.6s      21.5s      1262       298   0.24x  100% castle_destroyed        
Green    7  nom                  10.9s        17.2s       6.4s      1085       104   0.10x  100% castle_destroyed        
Green    8  trogdor              11.4s        16.4s       5.0s     18237        99   0.01x  100% castle_destroyed        
Orange   5  scott                17.2s     DEF WINS        inf       115       128   1.11x   90% defender_won            
Orange   6  zander               17.1s     DEF WINS        inf       806      1036   1.29x  100% defender_won            
Orange   7  tiger                16.4s       158.1s     141.7s      4058      3796   0.94x  100% castle_destroyed        
Orange   8  hwy                  17.8s       >1200s        inf     37928     28800   0.76x  100% survived_horizon        
Purple   5  bit                  34.1s     DEF WINS        inf       341        59   0.17x   66% defender_won            
Purple   6  cube                 25.0s     DEF WINS        inf       848       118   0.14x  100% defender_won            
Purple   7  monky                24.6s     DEF WINS        inf     11943      2401   0.20x  100% defender_won            
Purple   8  bigblobbo            28.4s       >1200s        inf     42760      7200   0.17x  100% survived_horizon        
Red      5  birdo                28.4s     DEF WINS        inf       324       126   0.39x  100% defender_won            
Red      6  the_puncher          23.4s        51.3s      27.9s      1000       308   0.31x  100% castle_destroyed        
Red      7  caw                  15.6s        25.0s       9.4s      2686       150   0.06x  100% castle_destroyed        
Red      8  draggo               28.4s       139.1s     110.7s     20724       835   0.04x  100% castle_destroyed        
White    5  alpacco              29.1s     DEF WINS        inf       621       540   0.87x  100% defender_won            
White    6  bread                27.0s        83.8s      56.8s      1850      1509   0.82x  100% castle_destroyed        
White    7  eggo                 11.8s        22.1s      10.3s      2480       399   0.16x  100% castle_destroyed        
White    8  corn                 30.5s       198.3s     167.8s     26582      3570   0.13x  100% castle_destroyed        
Yellow   5  jig                  28.0s     DEF WINS        inf       281       150   0.53x  100% defender_won            
Yellow   6  bub                  28.8s     DEF WINS        inf      1802      1170   0.65x  100% defender_won            
Yellow   7  deus                 22.6s        32.4s       9.8s      1842       390   0.21x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     13765       342   0.02x  100% castle_destroyed        

--- chumps every 10 ticks (3.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s     DEF WINS        inf       639       136   0.21x  100% defender_won            
Black    6  weirdo               21.6s        31.1s       9.4s      1138       188   0.17x  100% castle_destroyed        
Black    7  gorillo              20.7s        24.5s       3.8s      1808       148   0.08x  100% castle_destroyed        
Black    8  evilguy              25.4s        45.9s      20.5s     15190       276   0.02x  100% castle_destroyed        
Blue     5  squid                27.1s     DEF WINS        inf       821       297   0.36x  100% defender_won            
Blue     6  judge                26.0s        39.8s      13.8s      1296       360   0.28x  100% castle_destroyed        
Blue     7  octoboi              24.1s        29.3s       5.2s      2069       264   0.13x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     19761       129   0.01x  100% castle_destroyed        
Green    5  gecko                29.6s        37.1s       7.6s       760       102   0.13x  100% castle_destroyed        
Green    6  geico                28.1s        33.1s       5.0s       926       100   0.11x  100% castle_destroyed        
Green    7  nom                  10.9s        11.8s       1.0s       959        36   0.04x  100% castle_destroyed        
Green    8  trogdor              11.4s        16.4s       5.0s     18237        50   0.00x  100% castle_destroyed        
Orange   5  scott                17.2s        NEVER        inf       175       112   0.64x  100% force_destroyed_horizon 
Orange   6  zander               17.1s        74.9s      57.8s      1271       900   0.71x  100% castle_destroyed        
Orange   7  tiger                16.4s        27.4s      11.0s      2093       332   0.16x  100% castle_destroyed        
Orange   8  hwy                  17.8s        18.9s       1.1s     20213       228   0.01x  100% castle_destroyed        
Purple   5  bit                  34.1s     DEF WINS        inf       616        61   0.10x  100% defender_won            
Purple   6  cube                 25.0s        47.0s      22.0s      1423       127   0.09x  100% castle_destroyed        
Purple   7  monky                24.6s        35.9s      11.2s      2818       108   0.04x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        97.6s      69.3s     15210       293   0.02x  100% castle_destroyed        
Red      5  birdo                28.4s        NEVER        inf       558       116   0.21x  100% force_destroyed_horizon 
Red      6  the_puncher          23.4s        32.9s       9.6s       753        99   0.13x  100% castle_destroyed        
Red      7  caw                  15.6s        16.0s       0.4s      2569        48   0.02x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     19281        86   0.00x  100% castle_destroyed        
White    5  alpacco              29.1s     DEF WINS        inf      1071       495   0.46x  100% defender_won            
White    6  bread                27.0s        48.6s      21.6s      1220       438   0.36x  100% castle_destroyed        
White    7  eggo                 11.8s        14.3s       2.4s      2336       129   0.06x  100% castle_destroyed        
White    8  corn                 30.5s        56.7s      26.2s     24026       513   0.02x  100% castle_destroyed        
Yellow   5  jig                  28.0s        NEVER        inf       468       140   0.30x  100% force_destroyed_horizon 
Yellow   6  bub                  28.8s        52.0s      23.2s      1020       312   0.31x  100% castle_destroyed        
Yellow   7  deus                 22.6s        28.2s       5.6s      1774       170   0.10x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     13765       172   0.01x  100% castle_destroyed        

--- chumps every 15 ticks (2.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s        30.4s       6.2s       839       122   0.15x  100% castle_destroyed        
Black    6  weirdo               21.6s        25.5s       3.9s       988       102   0.10x  100% castle_destroyed        
Black    7  gorillo              20.7s        22.0s       1.3s      1758        90   0.05x  100% castle_destroyed        
Black    8  evilguy              25.4s        33.5s       8.1s     14890       134   0.01x  100% castle_destroyed        
Blue     5  squid                27.1s        35.0s       7.9s       867       210   0.24x  100% castle_destroyed        
Blue     6  judge                26.0s        31.6s       5.5s      1112       192   0.17x  100% castle_destroyed        
Blue     7  octoboi              24.1s        29.1s       5.1s      2069       177   0.09x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     19761        87   0.00x  100% castle_destroyed        
Green    5  gecko                29.6s        31.4s       1.9s       718        63   0.09x  100% castle_destroyed        
Green    6  geico                28.1s        29.5s       1.4s       842        60   0.07x  100% castle_destroyed        
Green    7  nom                  10.9s        11.9s       1.0s       959        24   0.03x  100% castle_destroyed        
Green    8  trogdor              11.4s        11.4s       0.0s     18132        23   0.00x  100% castle_destroyed        
Orange   5  scott                17.2s        NEVER        inf       235       112   0.48x  100% force_destroyed_horizon 
Orange   6  zander               17.1s        39.4s      22.3s       746       316   0.42x  100% castle_destroyed        
Orange   7  tiger                16.4s        23.0s       6.6s      2018       184   0.09x  100% castle_destroyed        
Orange   8  hwy                  17.8s        49.6s      31.8s     20678       400   0.02x  100% castle_destroyed        
Purple   5  bit                  34.1s     DEF WINS        inf       891        63   0.07x  100% defender_won            
Purple   6  cube                 25.0s        33.8s       8.8s      1198        68   0.06x  100% castle_destroyed        
Purple   7  monky                24.6s        27.2s       2.6s      2618        55   0.02x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        54.8s      26.4s     14135       110   0.01x  100% castle_destroyed        
Red      5  birdo                28.4s        37.0s       8.6s       532        74   0.14x  100% castle_destroyed        
Red      6  the_puncher          23.4s        28.6s       5.2s       701        58   0.08x  100% castle_destroyed        
Red      7  caw                  15.6s        16.0s       0.4s      2569        32   0.01x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     19281        57   0.00x  100% castle_destroyed        
White    5  alpacco              29.1s        43.9s      14.8s       873       264   0.30x  100% castle_destroyed        
White    6  bread                27.0s        37.4s      10.4s      1022       225   0.22x  100% castle_destroyed        
White    7  eggo                 11.8s        11.8s       0.0s      2282        72   0.03x  100% castle_destroyed        
White    8  corn                 30.5s        50.5s      20.0s     23918       303   0.01x   89% castle_destroyed        
Yellow   5  jig                  28.0s        39.8s      11.8s       655       140   0.21x  100% castle_destroyed        
Yellow   6  bub                  28.8s        40.4s      11.6s       833       162   0.19x  100% castle_destroyed        
Yellow   7  deus                 22.6s        24.0s       1.4s      1689        96   0.06x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     13765       114   0.01x  100% castle_destroyed        

--- chumps every 30 ticks (1.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s        24.8s       0.6s       689        50   0.07x  100% castle_destroyed        
Black    6  weirdo               21.6s        22.3s       0.7s       913        46   0.05x  100% castle_destroyed        
Black    7  gorillo              20.7s        20.7s       0.0s      1708        42   0.02x  100% castle_destroyed        
Black    8  evilguy              25.4s        26.1s       0.7s     14715        54   0.00x   92% castle_destroyed        
Blue     5  squid                27.1s        27.8s       0.7s       706        84   0.12x  100% castle_destroyed        
Blue     6  judge                26.0s        26.5s       0.4s       997        81   0.08x  100% castle_destroyed        
Blue     7  octoboi              24.1s        24.4s       0.3s      1954        75   0.04x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     19761        45   0.00x  100% castle_destroyed        
Green    5  gecko                29.6s        30.0s       0.4s       676        30   0.04x  100% castle_destroyed        
Green    6  geico                28.1s        28.4s       0.2s       821        29   0.04x  100% castle_destroyed        
Green    7  nom                  10.9s        11.8s       0.9s       959        12   0.01x  100% castle_destroyed        
Green    8  trogdor              11.4s        11.4s       0.0s     18132        12   0.00x  100% castle_destroyed        
Orange   5  scott                17.2s        26.1s       8.9s       400       100   0.25x  100% castle_destroyed        
Orange   6  zander               17.1s        25.5s       8.4s       536       104   0.19x  100% castle_destroyed        
Orange   7  tiger                16.4s        20.8s       4.4s      1988        84   0.04x  100% castle_destroyed        
Orange   8  hwy                  17.8s        18.9s       1.1s     20213        76   0.00x  100% castle_destroyed        
Purple   5  bit                  34.1s        36.6s       2.5s      1016        37   0.04x  100% castle_destroyed        
Purple   6  cube                 25.0s        30.0s       5.0s      1098        30   0.03x  100% castle_destroyed        
Purple   7  monky                24.6s        25.8s       1.2s      2568        26   0.01x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        39.0s      10.6s     13735        39   0.00x  100% castle_destroyed        
Red      5  birdo                28.4s        29.2s       0.8s       441        30   0.07x  100% castle_destroyed        
Red      6  the_puncher          23.4s        24.3s       0.9s       649        25   0.04x  100% castle_destroyed        
Red      7  caw                  15.6s        15.8s       0.3s      2569        16   0.01x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     19281        29   0.00x  100% castle_destroyed        
White    5  alpacco              29.1s        31.2s       2.0s       657        96   0.15x  100% castle_destroyed        
White    6  bread                27.0s        28.9s       2.0s       860        87   0.10x  100% castle_destroyed        
White    7  eggo                 11.8s        11.8s       0.0s      2282        36   0.02x  100% castle_destroyed        
White    8  corn                 30.5s        33.4s       2.8s     23612       102   0.00x   59% castle_destroyed        
Yellow   5  jig                  28.0s        29.1s       1.1s       570        60   0.11x  100% castle_destroyed        
Yellow   6  bub                  28.8s        30.1s       1.3s       663        62   0.09x  100% castle_destroyed        
Yellow   7  deus                 22.6s        22.6s       0.0s      1672        46   0.03x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     13765        58   0.00x  100% castle_destroyed        

################ FORCE: 3x high-tier, + T4 escort every second | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s     DEF WINS        inf       392       454   1.16x   60% defender_won            
Black    6  weirdo               16.7s     DEF WINS        inf      1439      1008   0.70x   60% defender_won            
Black    7  gorillo              17.8s     DEF WINS        inf      5649      5004   0.89x   45% defender_won            
Black    8  evilguy              25.4s     DEF WINS        inf     57195     36154   0.63x   32% defender_won            
Blue     5  squid                24.6s     DEF WINS        inf       416       825   1.98x   65% defender_won            
Blue     6  judge                22.1s     DEF WINS        inf      2048      3585   1.75x   60% defender_won            
Blue     7  octoboi              22.0s     DEF WINS        inf      8484     16929   2.00x   49% defender_won            
Blue     8  lightningbear        14.2s     DEF WINS        inf     76142     69996   0.92x   54% defender_won            
Green    5  gecko                26.6s     DEF WINS        inf       327       270   0.83x   53% defender_won            
Green    6  geico                23.5s     DEF WINS        inf      1371      1039   0.76x   51% defender_won            
Green    7  nom                   7.9s     DEF WINS        inf      2940      1156   0.39x   51% defender_won            
Green    8  trogdor              11.4s        NEVER        inf     78483     35488   0.45x   51% force_destroyed_horizon 
Orange   5  scott                16.2s     DEF WINS        inf       165       612   3.71x   69% defender_won            
Orange   6  zander               15.9s     DEF WINS        inf       678      1824   2.69x   68% defender_won            
Orange   7  tiger                15.6s     DEF WINS        inf      6354     10676   1.68x   36% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf     64419     37052   0.58x   30% defender_won            
Purple   5  bit                  30.1s     DEF WINS        inf       448       202   0.45x   53% defender_won            
Purple   6  cube                 14.7s     DEF WINS        inf      1294       271   0.21x   65% defender_won            
Purple   7  monky                18.5s     DEF WINS        inf      7079      1569   0.22x   32% defender_won            
Purple   8  bigblobbo            28.4s     DEF WINS        inf     45030      8089   0.18x   23% defender_won            
Red      5  birdo                25.6s     DEF WINS        inf       283       295   1.04x   67% defender_won            
Red      6  the_puncher          16.0s     DEF WINS        inf      1284       704   0.55x   72% defender_won            
Red      7  caw                  11.3s     DEF WINS        inf      9540      5668   0.59x   64% defender_won            
Red      8  draggo               28.4s       >1200s        inf     72312     36000   0.50x   47% survived_horizon        
White    5  alpacco              26.8s     DEF WINS        inf       459      1035   2.25x   67% defender_won            
White    6  bread                22.2s     DEF WINS        inf      1554      2700   1.74x   64% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      7494      6441   0.86x   67% defender_won            
White    8  corn                 30.5s     DEF WINS        inf     86244     86184   1.00x   22% defender_won            
Yellow   5  jig                  24.6s     DEF WINS        inf       316       450   1.42x   59% defender_won            
Yellow   6  bub                  26.7s     DEF WINS        inf       867      1584   1.83x   39% defender_won            
Yellow   7  deus                 18.4s     DEF WINS        inf      5679      6468   1.14x   39% defender_won            
Yellow   8  lyon                 28.4s     DEF WINS        inf     48129     29340   0.61x   28% defender_won            

--- chumps every 2 ticks (15.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s     DEF WINS        inf       442       298   0.67x   76% defender_won            
Black    6  weirdo               16.7s     DEF WINS        inf      1714       812   0.47x  100% defender_won            
Black    7  gorillo              17.8s       158.7s     140.8s      7524      4760   0.63x  100% castle_destroyed        
Black    8  evilguy              25.4s       >1200s        inf     72120     36000   0.50x  100% survived_horizon        
Blue     5  squid                24.6s     DEF WINS        inf       462       531   1.15x   84% defender_won            
Blue     6  judge                22.1s     DEF WINS        inf      2807      3267   1.16x  100% defender_won            
Blue     7  octoboi              22.0s        65.5s      43.5s      5655      2949   0.52x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        27.1s      12.9s     58892      1218   0.02x  100% castle_destroyed        
Green    5  gecko                26.6s     DEF WINS        inf       390       179   0.46x   83% defender_won            
Green    6  geico                23.5s     DEF WINS        inf      1854       861   0.46x  100% defender_won            
Green    7  nom                   7.9s        29.2s      21.4s      2751       439   0.16x  100% castle_destroyed        
Green    8  trogdor              11.4s       >1200s        inf     78840     18000   0.23x  100% survived_horizon        
Orange   5  scott                16.2s     DEF WINS        inf       180       368   2.04x   77% defender_won            
Orange   6  zander               15.9s     DEF WINS        inf       783      1324   1.69x  100% defender_won            
Orange   7  tiger                15.6s     DEF WINS        inf      7209      8760   1.22x   58% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf     68844     36184   0.53x   40% defender_won            
Purple   5  bit                  30.1s     DEF WINS        inf       523       142   0.27x   60% defender_won            
Purple   6  cube                 14.7s     DEF WINS        inf      1369       193   0.14x   76% defender_won            
Purple   7  monky                18.5s     DEF WINS        inf      8804      1830   0.21x   67% defender_won            
Purple   8  bigblobbo            28.4s     DEF WINS        inf     53630      9204   0.17x  100% defender_won            
Red      5  birdo                25.6s     DEF WINS        inf       335       196   0.59x   83% defender_won            
Red      6  the_puncher          16.0s     DEF WINS        inf      1466       567   0.39x  100% defender_won            
Red      7  caw                  11.3s        61.0s      49.8s      7889       916   0.12x  100% castle_destroyed        
Red      8  draggo               28.4s       >1200s        inf     72312     18000   0.25x  100% survived_horizon        
White    5  alpacco              26.8s     DEF WINS        inf       549       750   1.37x   91% defender_won            
White    6  bread                22.2s     DEF WINS        inf      1986      2403   1.21x  100% defender_won            
White    7  eggo                  8.2s        49.4s      41.2s      7098      2226   0.31x  100% castle_destroyed        
White    8  corn                 30.5s       >1200s        inf     90600     54000   0.60x  100% survived_horizon        
Yellow   5  jig                  24.6s     DEF WINS        inf       350       288   0.82x   79% defender_won            
Yellow   6  bub                  26.7s     DEF WINS        inf      1394      1730   1.24x  100% defender_won            
Yellow   7  deus                 18.4s       125.0s     106.6s      5968      3750   0.63x  100% castle_destroyed        
Yellow   8  lyon                 28.4s       >1200s        inf     60216     36000   0.60x  100% survived_horizon        

--- chumps every 3 ticks (10.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s     DEF WINS        inf       492       236   0.48x   95% defender_won            
Black    6  weirdo               16.7s     DEF WINS        inf      1964       742   0.38x  100% defender_won            
Black    7  gorillo              17.8s        41.6s      23.8s      4599       834   0.18x  100% castle_destroyed        
Black    8  evilguy              25.4s       405.4s     380.0s     52270      8108   0.16x  100% castle_destroyed        
Blue     5  squid                24.6s     DEF WINS        inf       554       462   0.83x  100% defender_won            
Blue     6  judge                22.1s        62.3s      40.2s      2577      1869   0.73x  100% castle_destroyed        
Blue     7  octoboi              22.0s        41.3s      19.3s      5103      1239   0.24x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        16.2s       2.0s     58639       486   0.01x  100% castle_destroyed        
Green    5  gecko                26.6s     DEF WINS        inf       453       149   0.33x  100% defender_won            
Green    6  geico                23.5s        50.5s      27.0s      1707       505   0.30x  100% castle_destroyed        
Green    7  nom                   7.9s        17.1s       9.2s      2499       171   0.07x  100% castle_destroyed        
Green    8  trogdor              11.4s        18.3s       6.9s     54039       183   0.00x  100% castle_destroyed        
