tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8
1968,2000,2000,213,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1971,2000,2000,213,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1974,2000,2000,213,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1977,2000,2000,213,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1980,2000,2000,233,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1983,2000,2000,233,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1986,2000,2000,233,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1989,2000,2000,233,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1992,2000,2000,168,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1995,2000,2000,168,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1998,2000,2000,168,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2001,2000,2000,168,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2004,2000,2000,168,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2007,2000,2000,168,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2010,2000,2000,187,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2013,2000,2000,187,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2016,2000,2000,187,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2019,2000,2000,187,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2022,2000,2000,187,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2025,2000,2000,187,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2028,2000,2000,187,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2031,2000,2000,187,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2034,2000,2000,187,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2037,2000,2000,187,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2040,2000,2000,307,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2043,2000,2000,307,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2046,2000,2000,307,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2049,2000,2000,307,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2052,2000,2000,307,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2055,2000,2000,307,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2058,2000,2000,307,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2061,2000,2000,295,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2064,2000,2000,295,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
2067,2000,2000,295,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
2070,2000,2000,315,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
2073,2000,2000,315,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
2076,2000,2000,315,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
2079,2000,2000,315,4,7,7,56,18.7,21,watch,7,0,0,0,0,0,0,0
2082,2000,2000,315,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
2085,2000,2000,315,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
2088,2000,2000,315,4,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
2091,2000,2000,315,4,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
2094,2000,2000,315,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
2097,2000,2000,315,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
2100,2000,2000,335,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
2103,2000,2000,335,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
2106,2000,2000,335,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
2109,2000,2000,335,4,10,10,84,28.0,30,watch,10,0,0,0,0,0,0,0
2112,2000,2000,335,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
2115,2000,2000,335,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
2118,2000,2000,335,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
2121,2000,2000,335,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
2124,2000,2000,335,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
2127,2000,2000,335,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
2130,2000,2000,354,4,9,9,112,37.3,27,watch,9,0,0,0,0,0,0,0
2133,2000,2000,354,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
2136,2000,2000,354,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
2139,2000,2000,354,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
2142,2000,2000,354,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
2145,2000,2000,354,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
2148,2000,2000,354,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
2151,2000,2000,354,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
2154,2000,2000,354,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
2157,2000,2000,354,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
2160,2000,2000,374,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
2163,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2166,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2169,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2172,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2175,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2178,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2181,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2184,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2187,2000,2000,374,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2190,2000,2000,394,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
2193,2000,2000,394,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2196,2000,2000,394,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2199,2000,2000,394,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
2202,2000,2000,394,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2205,2000,2000,394,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2208,2000,2000,394,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2211,2000,2000,394,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2214,2000,2000,394,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2217,2000,2000,394,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2220,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2223,2000,2000,414,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2226,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2229,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2232,2000,2000,414,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2235,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2238,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2241,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2244,2000,2000,414,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2247,2000,2000,414,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2250,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2253,2000,2000,433,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2256,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2259,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2262,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2265,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2268,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2271,2000,2000,433,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
2274,2000,2000,433,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2277,2000,2000,433,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2280,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2283,2000,2000,453,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
2286,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2289,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2292,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2295,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2298,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2301,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2304,2000,2000,453,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
2307,2000,2000,453,4,4,4,28,9.3,12,watch,4,0,0,0,0,0,0,0
2310,2000,2000,473,4,4,4,28,9.3,12,watch,4,0,0,0,0,0,0,0
2313,2000,2000,473,4,4,4,28,9.3,12,watch,4,0,0,0,0,0,0,0
2316,2000,2000,473,4,3,3,28,9.3,9,watch,3,0,0,0,0,0,0,0
2319,2000,2000,473,4,3,3,28,9.3,9,watch,3,0,0,0,0,0,0,0
2322,2000,2000,473,4,3,3,28,9.3,9,watch,3,0,0,0,0,0,0,0
2325,2000,2000,473,4,3,3,42,14.0,9,watch,3,0,0,0,0,0,0,0
2328,2000,2000,473,4,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
2331,2000,2000,473,4,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
2334,2000,2000,473,4,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
2337,2000,2000,473,4,1,1,14,4.7,3,watch,1,0,0,0,0,0,0,0
2340,2000,2000,493,4,1,1,14,4.7,3,watch,1,0,0,0,0,0,0,0
2343,2000,2000,19,5,1,1,14,4.7,3,watch,1,0,0,0,0,0,0,0
2346,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2349,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2352,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2355,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2358,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2361,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2364,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2367,2000,2000,19,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2370,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2373,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2376,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2379,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2382,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2385,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2388,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2391,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2394,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2397,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2400,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2403,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2406,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2409,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2412,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2415,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2418,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2421,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2424,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2427,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2430,2000,2000,198,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0
2433,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0
2436,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0
2439,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0
2442,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2445,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2448,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2451,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2454,2000,2000,18,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2457,2000,2000,18,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2460,2000,2000,78,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2463,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2466,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2469,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2472,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2475,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2478,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2481,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2484,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2487,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2490,2000,2000,118,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2493,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2496,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2499,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2502,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2505,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2508,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2511,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2514,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2517,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2520,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2523,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2526,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2529,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2532,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2535,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2538,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2541,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2544,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2547,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2550,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2553,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2556,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2559,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2562,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2565,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2568,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2571,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2574,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2577,1800,2000,273,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2580,1800,2000,333,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2583,1800,2000,333,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2586,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2589,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2592,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2595,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2598,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2601,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2604,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2607,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0
2610,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2613,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2616,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2619,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0
2622,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2625,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2628,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2631,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2634,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2637,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2640,1800,2000,453,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2643,1800,2000,453,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0
2646,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2649,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2652,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2655,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2658,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2661,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2664,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2667,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2670,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2673,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2676,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2679,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2682,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0
2685,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2688,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2691,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2694,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2697,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2700,1800,2000,572,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2703,1800,2000,572,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2706,1800,2000,572,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2709,1800,2000,572,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0
2712,1800,2000,572,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2715,1800,2000,572,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2718,1800,2000,572,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2721,1800,2000,572,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2724,1800,2000,572,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2727,1800,2000,572,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2730,1800,2000,632,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2733,1800,2000,632,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2736,1800,2000,452,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2739,1800,2000,452,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2742,1800,2000,432,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2745,1800,2000,432,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0
2748,1800,2000,432,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2751,1800,2000,432,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2754,1800,2000,432,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0
2757,1800,2000,432,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2760,1800,2000,492,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2763,1800,2000,492,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2766,1800,2000,492,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0
2769,1800,2000,492,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2772,1800,2000,492,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2775,1800,2000,492,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0
2778,1800,2000,492,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2781,1800,2000,492,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2784,1800,2000,492,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2787,1800,2000,492,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2790,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2793,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2796,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2799,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2802,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2805,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2808,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2811,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2814,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2817,1600,2000,552,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2820,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2823,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2826,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2829,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2832,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2835,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2838,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2841,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2844,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2847,1600,2000,612,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2850,1600,2000,672,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2853,1600,2000,672,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0
2856,1600,2000,672,5,5,5,500,5.7,405,outmatched,0,0,0,0,5,0,0,0
2859,1600,2000,672,5,5,5,500,5.7,405,outmatched,0,0,0,0,5,0,0,0
2862,1600,2000,672,5,5,5,400,4.6,405,watch,0,0,0,0,5,0,0,0
2865,1600,2000,672,5,5,5,400,4.6,405,watch,0,0,0,0,5,0,0,0
2868,1600,2000,672,5,5,5,300,3.4,405,watch,0,0,0,0,5,0,0,0
2871,1600,2000,672,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2874,1600,2000,672,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2877,1600,2000,672,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2880,1600,2000,732,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2883,1600,2000,732,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2886,1600,2000,732,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2889,1600,2000,732,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2892,1600,2000,732,5,5,5,0,0.0,405,watch,0,0,0,0,5,0,0,0
2895,1600,2000,732,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2898,1600,2000,732,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0
2901,1600,2000,732,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2904,1600,2000,732,5,5,5,200,2.3,405,watch,0,0,0,0,5,0,0,0
2907,1600,2000,732,5,5,5,300,3.4,405,watch,0,0,0,0,5,0,0,0
2910,1600,2000,792,5,5,5,300,3.4,405,watch,0,0,0,0,5,0,0,0
2913,1600,2000,792,5,5,5,300,3.4,405,watch,0,0,0,0,5,0,0,0
