tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8,wipe_veto,w_radius,w_reach,w_valrad,w_valreach,w_spread,p2money,p2inv,p1income,p2income,p1spent,p2spent,own_lost,foe_lost,own_val,foe_val,p1def,p2def,p1off,p2off,o1,o2,o3,o4,o5,o6,o7,o8,p2hp,p2maxhp,ownpos,foepos
4251,9500,12000,6161,6,9,48,1240,196.8,702,wipe,36,0,0,6,6,0,0,0,-,15,7,294,99,157,5479,6,252,252,722,1404,3036,3579,3629,4329,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,257,1193
4254,9500,12000,6161,6,9,49,1254,201.4,705,wipe,37,0,0,6,6,0,0,0,-,15,7,294,99,157,5476,6,252,252,722,1407,3036,3627,3647,4332,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,273,1187
4257,9500,12000,6161,6,9,50,1168,205.0,708,wait,38,0,0,6,6,0,0,0,cooldown,16,7,297,99,199,5473,6,252,252,722,1410,3036,3627,3647,4335,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,290,1189
4260,9500,12000,6413,6,9,50,1168,205.0,708,wait,38,0,0,6,6,0,0,0,cooldown,16,7,297,99,199,5725,6,252,252,722,1410,3036,3627,3647,4335,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,305,1171
4263,9500,12000,6413,6,9,51,1243,210.0,726,wait,38,0,0,7,6,0,0,0,cooldown,16,12,219,207,189,5707,6,252,252,722,1428,3036,3627,3647,4353,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,320,1167
4266,9500,12000,6413,6,9,51,1257,214.6,726,wait,38,0,0,7,6,0,0,0,cooldown,18,13,240,210,189,5707,6,252,252,722,1428,3036,3627,3647,4353,reinforcements_2,reinforcements_2,nuke,nuke_2,4,0,0,1,3,1,0,0,1100,2000,336,1149
4269,9500,12000,6413,6,8,52,1187,191.3,729,wait,39,0,0,7,6,0,0,0,cooldown,18,13,240,210,189,5704,6,252,252,722,1431,3039,3627,3647,4356,reinforcements_2,reinforcements_2,nuke,nuke_2,3,0,0,1,3,1,0,0,1100,2000,335,1163
4272,9500,12000,6413,6,8,53,1201,196.0,732,wait,40,0,0,7,6,0,0,0,cooldown,18,7,240,192,150,5701,6,252,252,722,1434,3039,3627,3647,4359,reinforcements_2,reinforcements_2,nuke,nuke_2,3,0,0,1,3,1,0,0,1100,2000,351,1161
4275,9500,12000,6413,6,6,53,1159,182.0,732,wait,40,0,0,7,6,0,0,0,cooldown,18,7,240,192,150,5701,6,252,252,722,1434,3039,3627,3647,4359,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,3,1,0,0,1100,2000,338,1153
4278,9500,12000,6413,6,6,54,1173,186.6,735,wait,41,0,0,7,6,0,0,0,cooldown,19,7,243,207,185,5698,6,252,252,722,1437,3045,3627,3647,4362,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,3,1,0,0,1100,2000,353,1150
4281,9500,12000,6332,6,7,54,1173,186.6,735,wipe,41,0,0,7,6,0,0,0,-,21,8,264,210,185,5698,6,252,252,803,1437,3045,3627,3647,4362,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,322,1134
4284,9500,12000,6332,6,7,52,856,165.3,744,wipe,38,0,0,8,6,0,0,0,-,21,8,264,210,185,5680,6,252,252,803,1455,3045,3630,3728,4380,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,311,1176
4287,9500,12000,6332,6,7,53,1170,173.4,747,wait,39,0,0,8,6,0,0,0,cooldown,18,4,255,168,148,5677,6,252,252,803,1458,3045,3636,3728,4383,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,323,1172
4290,9500,12000,6585,6,7,53,1256,169.9,747,wait,39,0,0,8,6,0,0,0,cooldown,18,4,255,168,148,5930,6,252,252,803,1458,3045,3636,3728,4383,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,334,1157
4293,9500,12000,6585,6,7,54,1270,174.6,750,wait,40,0,0,8,6,0,0,0,cooldown,19,5,258,186,174,5927,6,252,252,803,1461,3045,3636,3728,4386,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,321,1153
4296,9500,12000,6585,6,7,54,1270,174.6,750,wait,40,0,0,8,6,0,0,0,cooldown,20,6,261,189,174,5927,6,252,252,803,1461,3045,3636,3728,4386,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,330,1136
4299,9500,12000,6585,6,7,55,1284,179.3,753,wait,41,0,0,8,6,0,0,0,cooldown,20,6,261,189,174,5924,6,252,252,803,1464,3045,3636,3728,4389,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,338,1132
4302,9500,12000,6585,6,7,56,1443,212.3,771,wait,41,0,0,9,6,0,0,0,cooldown,22,6,282,189,174,5906,6,252,252,803,1482,3045,3636,3728,4407,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,350,1127
4305,9500,12000,6585,6,7,52,1382,211.9,666,wait,39,0,0,8,5,0,0,0,cooldown,22,6,282,189,174,5906,6,252,252,803,1482,3045,3636,3728,4407,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,360,1154
4308,9500,12000,6585,6,7,51,1382,211.9,585,wait,39,0,0,8,4,0,0,0,cooldown,19,2,258,84,160,5903,6,252,252,803,1485,3045,3741,3728,4410,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,366,1171
4311,9500,12000,5610,6,7,51,1382,211.9,585,wipe,39,0,0,8,4,0,0,0,-,18,9,177,42,140,5903,6,252,252,803,1485,3045,3825,3728,4410,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,1,4,1,0,0,1100,2000,382,1149
4314,9500,12000,5592,6,8,50,1307,206.9,567,wipe,39,0,0,7,4,0,0,0,-,18,9,177,42,140,4925,6,252,252,821,1488,3045,3846,3746,4413,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,4,1,0,0,1100,2000,347,1167
4317,9500,12000,5592,6,8,51,1471,221.6,570,wait,40,0,0,7,4,0,0,0,cooldown,17,12,159,114,142,4922,6,252,252,821,1491,3045,3846,3746,4416,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,4,1,0,0,1100,2000,365,1160
4320,9500,12000,5844,6,8,51,1485,226.3,570,wait,40,0,0,7,4,0,0,0,cooldown,17,12,159,114,142,5174,6,252,252,821,1491,3045,3846,3746,4416,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,4,1,0,0,1100,2000,381,1140
4323,9500,12000,5844,6,8,46,1476,203.3,570,wait,34,0,0,8,4,0,0,0,cooldown,13,8,162,132,140,5156,6,252,252,821,1509,3045,3864,3746,4434,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,4,1,0,0,1100,2000,395,1214
4326,9500,12000,5664,6,8,39,1156,168.8,519,wait,29,0,0,6,4,0,0,0,cooldown,5,4,30,27,70,5156,6,252,252,821,1509,3045,3864,3746,4434,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,4,1,0,0,1100,2000,408,1321
4329,9500,12000,5664,6,9,41,1270,174.6,603,wait,30,0,0,6,5,0,0,0,cooldown,5,4,30,27,70,4973,6,252,252,821,1512,3045,3915,3827,4518,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,5,1,0,0,1100,2000,387,1326
4332,9500,12000,5664,6,9,42,1284,179.3,606,wait,31,0,0,6,5,0,0,0,cooldown,6,5,33,30,120,4970,6,252,252,821,1515,3045,3915,3827,4521,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,5,1,0,0,1100,2000,399,1317
4335,9500,12000,5664,6,9,41,1270,174.6,603,wait,30,0,0,6,5,0,0,0,cooldown,6,5,33,30,120,4970,6,252,252,821,1515,3045,3918,3827,4521,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,5,1,0,0,1100,2000,409,1314
4338,9500,12000,5664,6,10,43,1445,180.7,702,wait,30,0,0,7,6,0,0,0,cooldown,6,4,33,27,119,4952,6,252,252,821,1533,3045,3918,3908,4620,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,6,1,0,0,1100,2000,382,1319
4341,9500,12000,5664,6,10,40,1328,161.7,693,wait,27,0,0,7,6,0,0,0,lost-scoring,4,2,27,6,70,4952,6,252,252,821,1533,3045,3927,3908,4620,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,6,1,0,0,1100,2000,397,1356
4344,9500,12000,5664,6,10,41,1342,166.4,696,wait,28,0,0,7,6,0,0,0,lost-scoring,4,2,27,6,70,4949,6,252,252,821,1536,3045,3927,3908,4623,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,6,1,0,0,1100,2000,416,1346
4347,9500,12000,5664,6,11,42,1442,167.6,777,wait,28,0,0,7,7,0,0,0,lost-scoring,3,3,24,24,40,4946,6,252,252,821,1539,3045,3930,3908,4626,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,7,1,0,0,1100,2000,400,1367
4350,9500,12000,5917,6,11,40,1353,157.9,756,wait,27,0,0,6,7,0,0,0,lost-scoring,3,3,24,24,40,5199,6,252,252,821,1539,3045,3951,3989,4707,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,7,1,0,0,1100,2000,405,1382
4353,9500,12000,5917,6,11,40,1353,157.9,756,wait,27,0,0,6,7,0,0,0,lost-scoring,2,1,6,3,63,5196,6,252,252,821,1542,3045,3951,3989,4710,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,7,1,0,0,1100,2000,422,1391
4356,9500,12000,5917,6,11,40,1353,157.9,756,wait,27,0,0,6,7,0,0,0,lost-scoring,3,3,24,24,35,5196,6,252,252,821,1542,3045,3954,3989,4710,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,7,1,0,0,1100,2000,443,1368
4359,9500,12000,5917,6,12,41,1514,159.4,852,wait,26,0,0,7,8,0,0,0,lost-scoring,3,3,24,24,35,5178,6,252,252,821,1560,3045,3957,4070,4809,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,8,1,0,0,1100,2000,410,1388
4362,9500,12000,7417,6,12,42,1628,165.2,855,wait,27,0,0,7,8,0,0,0,lost-scoring,2,2,21,21,5,6675,6,252,252,821,1563,3045,3957,4070,4812,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,8,1,0,0,1100,2000,421,1377
4365,9500,12000,7417,6,12,42,1628,165.2,855,wait,27,0,0,7,8,0,0,0,lost-scoring,2,2,21,21,5,6675,6,252,252,821,1563,3045,3957,4070,4812,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,8,1,0,0,1100,2000,434,1354
4368,9500,12000,7417,6,12,44,1742,171.0,939,wait,28,0,0,7,9,0,0,0,lost-scoring,3,3,24,24,28,6672,6,252,252,821,1566,3126,3957,4151,4896,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,8,1,0,0,1100,2000,403,1355
4371,9500,12000,7417,6,12,44,1817,176.0,939,wait,28,0,0,7,9,0,0,0,lost-scoring,5,5,45,45,41,6672,6,252,252,821,1566,3126,3957,4151,4896,reinforcements_2,reinforcements_2,nuke,nuke_2,1,0,0,2,8,1,0,0,1100,2000,418,1332
4374,9500,12000,7417,6,11,45,1831,180.7,942,wait,29,0,0,7,9,0,0,0,lost-scoring,5,5,45,45,41,6669,6,252,252,821,1569,3129,3957,4151,4899,reinforcements_2,reinforcements_2,nuke,nuke_2,0,0,0,2,8,1,0,0,1100,2000,417,1320
4377,9500,12000,7417,6,11,45,1831,180.7,942,wait,29,0,0,7,9,0,0,0,lost-scoring,6,6,48,48,27,6651,6,252,252,821,1587,3129,3975,4151,4917,reinforcements_2,reinforcements_2,nuke,nuke_2,0,0,0,2,8,1,0,0,1100,2000,431,1325
4380,9500,12000,7669,6,11,45,1831,180.7,942,wait,29,0,0,7,9,0,0,0,lost-scoring,6,6,48,48,27,6903,6,252,252,821,1587,3129,3975,4151,4917,reinforcements_2,reinforcements_2,nuke,nuke_2,0,0,0,2,8,1,0,0,1100,2000,446,1303
4383,9500,12000,7669,6,11,40,1639,156.7,897,wait,26,0,0,5,9,0,0,0,lost-scoring,7,7,129,129,15,6900,6,252,252,821,1590,3129,4023,4151,4920,reinforcements_2,reinforcements_2,nuke,nuke_2,0,0,0,2,8,1,0,0,1100,2000,466,1391
4386,9500,12000,7649,6,11,40,1539,155.5,897,wait,26,0,0,5,9,0,0,0,lost-scoring,1,1,3,3,0,6900,6,252,252,821,1590,3129,4023,4151,4920,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,2,8,1,0,0,1100,2000,446,1375
4389,9500,12000,7649,6,11,41,1553,160.2,900,wait,27,0,0,5,9,0,0,0,lost-scoring,1,1,3,3,0,6897,6,252,252,821,1593,3129,4023,4151,4923,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,2,8,1,0,0,1100,2000,463,1363
4392,9500,12000,7649,6,11,42,1567,164.9,903,wait,28,0,0,5,9,0,0,0,lost-scoring,2,2,6,6,12,6894,6,252,252,821,1596,3129,4023,4151,4926,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,2,8,1,0,0,1100,2000,481,1353
4395,9500,12000,7649,6,11,41,1553,160.2,900,wait,27,0,0,5,9,0,0,0,lost-scoring,2,2,6,6,12,6894,6,252,252,821,1596,3129,4026,4151,4926,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,2,8,1,0,0,1100,2000,497,1346
4398,9500,12000,7649,6,10,40,1525,150.9,912,wait,25,0,0,6,9,0,0,0,lost-scoring,3,3,24,24,7,6876,6,252,252,821,1614,3129,4026,4151,4944,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,498,1373
4401,9500,12000,7649,6,10,40,1525,150.9,912,wait,25,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,6876,6,252,252,821,1614,3147,4032,4151,4944,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,514,1349
4404,9500,12000,7649,6,10,41,1539,155.5,915,wait,26,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,6873,6,252,252,821,1617,3147,4032,4151,4947,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,528,1339
4407,9500,12000,7649,6,10,41,1539,155.5,915,wait,26,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,6870,6,252,252,821,1620,3147,4032,4151,4950,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,540,1345
4410,9500,12000,7902,6,10,40,1525,150.9,912,wait,25,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,7123,6,252,252,821,1620,3147,4038,4151,4950,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,554,1337
4413,9500,12000,7902,6,10,40,1586,151.2,927,wait,24,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7105,6,252,252,821,1638,3147,4038,4151,4968,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,561,1342
4416,9500,12000,7902,6,10,40,1511,146.2,927,wait,24,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7105,6,252,252,821,1638,3147,4041,4151,4968,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,580,1323
4419,9500,12000,7902,6,10,41,1525,150.9,930,wait,25,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7102,6,252,252,821,1641,3147,4041,4151,4971,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,593,1314
4422,9500,12000,7902,6,10,41,1625,152.0,930,wait,25,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7099,6,252,252,821,1644,3147,4044,4151,4974,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,1,8,1,0,0,1100,2000,604,1319
4425,9500,12000,7902,6,9,40,1611,147.3,927,wait,24,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7099,6,252,252,821,1644,3147,4047,4151,4974,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,8,1,0,0,1100,2000,604,1309
4428,9500,12000,7902,6,9,41,1625,152.0,930,wait,25,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7096,6,252,252,821,1647,3165,4047,4151,4977,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,8,1,0,0,1100,2000,613,1300
4431,9500,12000,7902,6,9,41,1700,157.0,930,wait,25,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7096,6,252,252,821,1647,3165,4047,4151,4977,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,8,1,0,0,1100,2000,627,1277
4434,9500,12000,7902,6,9,41,1700,157.0,930,wait,25,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,7078,6,252,252,821,1665,3165,4065,4151,4995,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,8,1,0,0,1100,2000,639,1280
4437,9400,12000,7902,6,7,26,735,88.4,747,watch,15,0,0,3,8,0,0,0,out-of-radius,0,0,0,0,0,7075,6,252,252,821,1668,3327,4251,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,640,1504
4440,9400,12000,8154,6,7,26,735,88.4,747,watch,15,0,0,3,8,0,0,0,out-of-radius,0,0,0,0,0,7327,6,252,252,821,1668,3327,4251,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,656,1483
4443,9400,12000,74,7,7,26,735,88.4,747,watch,15,0,0,3,8,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4251,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,672,1463
4446,9400,12000,74,7,7,26,735,88.4,747,watch,15,0,0,3,8,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4251,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,688,1443
4449,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,703,1446
4452,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,719,1425
4455,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,739,1404
4458,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,763,1383
4461,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,782,1362
4464,9400,12000,74,7,7,25,735,88.4,666,watch,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3327,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,6,1,0,0,1000,2000,795,1341
4467,9400,12000,74,7,6,25,1135,93.0,666,wait,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7327,6,750,252,821,1668,3408,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,734,1316
4470,9400,12000,824,7,6,25,1135,93.0,666,wait,15,0,0,3,7,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4332,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,754,1291
4473,9400,12000,824,7,6,24,1035,91.9,585,outmatched,15,0,0,3,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4413,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,766,1281
4476,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4413,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,774,1273
4479,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,729,1248
4482,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,734,1225
4485,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,738,1203
4488,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,734,1182
4491,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,734,1163
4494,9400,12000,824,7,6,23,960,86.9,567,outmatched,15,0,0,2,6,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,734,1145
4497,9400,12000,824,7,6,17,643,65.6,378,outmatched,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7580,6,750,252,821,1668,3408,4431,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,741,1199
4500,9400,12000,1574,7,6,17,643,65.6,378,outmatched,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3408,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,691,1177
4503,9400,12000,1574,7,6,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3408,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,696,1156
4506,9400,12000,1574,7,6,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3408,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,1,0,0,1000,2000,701,1135
4509,9400,12000,1574,7,5,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,676,1115
4512,9400,12000,1574,7,5,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,688,1098
4515,9400,12000,1574,7,5,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,700,1081
4518,9400,12000,1574,7,5,17,643,65.6,378,watch,12,0,0,1,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4620,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,712,1065
4521,9400,12000,1574,7,5,13,426,45.4,351,watch,9,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4647,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,728,1143
4524,9400,12000,1574,7,5,13,426,45.4,351,watch,9,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4647,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,740,1123
4527,9400,12000,1574,7,5,12,412,40.8,348,watch,8,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,7832,6,750,252,821,1668,3746,4650,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,749,1119
4530,9400,12000,2324,7,5,12,412,40.8,348,watch,8,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,8085,6,750,252,821,1668,3746,4650,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,757,1100
4533,9400,12000,2324,7,5,12,412,40.8,348,watch,8,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,5,7,750,750,821,1668,3746,4650,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,769,1082
4536,9400,12000,2324,7,5,12,412,40.8,348,watch,8,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,5,7,750,750,821,1668,3746,4650,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,781,1064
4539,9400,12000,2324,7,5,12,412,40.8,348,watch,8,0,0,0,4,0,0,0,out-of-radius,0,0,0,0,0,5,7,750,750,821,1668,3746,4650,4151,4998,reinforcements_2,reinforcements_2,nuke_2,nuke_2,0,0,0,0,5,0,0,0,1000,2000,793,1046
