tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8,wipe_veto,w_radius,w_reach,w_valrad,w_valreach,w_spread,p2money,p2inv,p1income,p2income,p1spent,p2spent
3729,1200,2000,2300,6,35,25,521,81.5,510,critical,17,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1783,6,252,252,165,642
3732,1200,2000,2297,6,36,26,735,88.4,513,critical,18,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1780,6,252,252,168,645
3735,1200,2000,2297,6,36,25,721,83.8,510,critical,17,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1780,6,252,252,168,645
3738,1200,2000,2294,6,37,26,796,88.8,528,critical,17,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1762,6,252,252,171,663
3741,1200,2000,2291,6,38,26,824,98.1,528,critical,17,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1762,6,252,252,174,663
3744,1200,2000,2291,6,38,27,838,102.8,531,critical,18,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1759,6,252,252,174,666
3747,1200,2000,2288,6,39,28,852,107.4,534,critical,19,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1756,6,252,252,177,669
3750,1200,2000,2541,6,37,28,1052,109.7,534,critical,19,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2009,6,252,252,177,669
3753,1200,2000,2538,6,38,29,1066,114.4,537,critical,20,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2006,6,252,252,180,672
3756,1200,2000,2535,6,37,28,905,112.9,519,critical,20,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,2006,6,252,252,183,672
3759,1200,2000,2535,6,37,29,980,117.9,537,critical,20,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1988,6,252,252,183,690
3762,1200,2000,2532,6,38,29,966,113.3,537,critical,20,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1985,6,252,252,186,693
3765,1200,2000,2532,6,38,26,663,96.6,513,critical,18,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1985,6,252,252,186,693
3768,1200,2000,2529,6,39,27,663,96.6,516,critical,19,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1982,6,252,252,189,696
3771,1200,2000,2526,6,40,27,663,96.6,516,critical,19,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1982,6,252,252,192,696
3774,1200,2000,2526,6,40,28,677,101.3,519,critical,20,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,1979,6,252,252,192,699
3777,1200,2000,2523,6,41,28,724,97.0,534,critical,19,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,1961,6,252,252,195,717
3780,1200,2000,2775,6,41,28,724,97.0,534,critical,19,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2213,6,252,252,195,717
3783,1200,2000,2772,6,41,29,724,97.0,537,critical,20,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2210,6,252,252,198,720
3786,1200,2000,2769,6,42,29,824,98.1,537,critical,20,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2210,6,252,252,201,720
3789,1200,2000,2769,6,40,30,824,98.1,540,critical,21,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2207,6,252,252,201,723
3792,1200,2000,2766,6,41,31,838,102.8,543,critical,22,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2204,6,252,252,204,726
3795,1200,2000,2766,6,38,30,777,102.4,525,critical,22,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,2204,6,252,252,204,726
3798,1200,2000,2763,6,39,31,852,107.4,543,critical,22,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2186,6,252,252,207,744
3801,1200,2000,2760,6,40,31,866,112.1,543,critical,22,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2186,6,252,252,210,744
3804,1200,2000,2760,6,37,32,852,107.4,546,critical,23,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2183,6,252,252,210,747
3807,1200,2000,2757,6,38,33,866,112.1,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2180,6,252,252,213,750
3810,1200,2000,3010,6,38,32,791,107.1,531,critical,24,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,2433,6,252,252,213,750
3813,1200,2000,3007,6,39,33,866,112.1,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2415,6,252,252,216,768
3816,1200,2000,3004,6,40,33,866,112.1,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2415,6,252,252,219,768
3819,1200,2000,3004,6,38,32,852,107.4,546,critical,23,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2397,6,252,252,219,786
3822,1200,2000,3001,6,39,33,880,116.8,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2394,6,252,252,222,789
3825,1200,2000,3001,6,39,33,1066,114.4,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2394,6,252,252,222,789
3828,1200,2000,2998,6,40,33,1052,109.7,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2391,6,252,252,225,792
3831,1200,2000,2995,6,38,33,1052,109.7,549,critical,24,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2391,6,252,252,228,792
3834,1200,2000,2995,6,38,34,1066,114.4,552,critical,25,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,2388,6,252,252,228,795
3837,1200,2000,2812,6,39,34,1166,115.6,630,critical,24,0,0,4,6,0,0,0,out-of-radius,0,0,0,0,0,2208,6,252,252,231,795
3840,1200,2000,3064,6,39,35,1255,125.2,648,critical,24,0,0,5,6,0,0,0,out-of-radius,0,0,0,0,0,2442,6,252,252,231,813
3843,1200,2000,3061,6,40,35,1241,120.6,648,critical,24,0,0,5,6,0,0,0,out-of-radius,0,0,0,0,0,2439,6,252,252,234,816
3846,1200,2000,3058,6,41,33,852,107.4,627,critical,23,0,0,4,6,0,0,0,out-of-radius,0,0,0,0,0,2439,6,252,252,237,816
3849,1200,2000,3058,6,42,35,952,108.6,711,critical,24,0,0,4,7,0,0,0,out-of-radius,0,0,0,0,0,2436,6,252,252,237,819
3852,1200,2000,3055,6,43,36,980,117.9,714,critical,25,0,0,4,7,0,0,0,out-of-radius,0,0,0,0,0,2433,6,252,252,240,822
3855,1200,2000,3055,6,43,36,994,122.6,714,critical,25,0,0,4,7,0,0,0,out-of-radius,0,0,0,0,0,2433,6,252,252,240,822
3858,1200,2000,2077,6,45,38,1169,128.7,813,critical,25,0,0,5,8,0,0,0,out-of-radius,0,0,0,0,0,1440,6,252,252,243,840
3861,1200,2000,2074,6,46,38,1183,133.4,813,critical,25,0,0,5,8,0,0,0,out-of-radius,0,0,0,0,0,1440,6,252,252,246,840
3864,1200,2000,2074,6,46,39,1258,138.4,831,critical,25,0,0,6,8,0,0,0,out-of-radius,0,0,0,0,0,1422,6,252,252,246,858
3867,1200,2000,2071,6,47,39,1344,134.9,909,critical,24,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,1419,6,252,252,249,861
3870,1200,2000,2324,6,46,39,1330,130.2,909,critical,24,0,0,6,9,0,0,0,out-of-radius,0,0,0,0,0,1672,6,252,252,249,861
3873,1200,2000,2321,6,46,40,1377,125.9,927,critical,24,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,1654,6,252,252,252,879
3876,1200,2000,2318,6,45,40,1691,134.0,927,critical,24,0,0,7,9,0,0,0,out-of-radius,0,0,0,0,0,1654,6,252,252,255,879
3879,1200,2000,2318,6,45,40,1655,129.8,975,critical,25,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,1651,6,252,252,255,882
3882,1200,2000,2315,6,46,41,1655,129.8,978,critical,26,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,1648,6,252,252,258,885
3885,1200,2000,2315,6,42,41,1655,129.8,978,critical,26,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,1648,6,252,252,258,885
3888,1200,2000,2312,6,43,42,1669,134.5,981,critical,27,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,1645,6,252,252,261,888
3891,1200,2000,2309,6,44,42,1669,134.5,981,critical,27,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,1645,6,252,252,264,888
3894,1200,2000,2309,6,42,43,1744,139.5,999,critical,27,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,1627,6,252,252,264,906
3897,1200,2000,2306,6,43,44,1758,144.2,1002,critical,28,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,1624,6,252,252,267,909
3900,1200,2000,2558,6,41,43,1758,144.2,999,critical,27,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,1876,6,252,252,267,909
3903,1200,2000,2555,6,41,44,1772,148.8,1002,critical,28,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,1873,6,252,252,270,912
3906,9600,12000,4035,6,40,44,1800,158.2,1002,critical,28,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,3373,6,252,252,270,912
3909,9600,12000,4035,6,39,45,1847,153.8,1020,critical,28,0,0,7,10,0,0,0,out-of-radius,0,0,0,0,0,3355,6,252,252,270,930
3912,9600,12000,4035,6,38,46,1833,149.2,1023,wait,29,0,0,7,10,0,0,0,out-of-radius,0,0,0,0,0,3352,6,252,252,270,933
3915,9600,12000,4035,6,37,46,1847,153.8,1023,wait,29,0,0,7,10,0,0,0,out-of-radius,0,0,0,0,0,3352,6,252,252,270,933
3918,9600,12000,4035,6,36,47,1861,158.5,1026,wait,30,0,0,7,10,0,0,0,out-of-radius,0,0,0,0,0,3349,6,252,252,270,936
3921,9600,12000,4035,6,34,45,1758,144.2,1005,wait,29,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,3349,6,252,252,270,936
3924,9600,12000,4035,6,33,46,1772,148.8,1008,wait,30,0,0,6,10,0,0,0,out-of-radius,0,0,0,0,0,3346,6,252,252,270,939
3927,9600,12000,4035,6,31,47,1847,153.8,1026,wait,30,0,0,7,10,0,0,0,out-of-radius,0,0,0,0,0,3328,6,252,252,270,957
3930,9600,12000,4288,6,31,45,1111,141.6,990,wait,30,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,3581,6,252,252,270,957
3933,9600,12000,4288,6,31,46,1111,141.6,993,wait,31,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,3578,6,252,252,270,960
3936,9600,12000,4288,6,31,46,1111,141.6,993,wait,31,0,0,5,10,0,0,0,out-of-radius,0,0,0,0,0,3578,6,252,252,270,960
3939,9600,12000,4288,6,30,46,936,135.4,978,wait,32,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3575,6,252,252,270,963
3942,9600,12000,4288,6,30,47,978,149.4,981,wait,33,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3572,6,252,252,270,966
3945,9600,12000,4288,6,30,46,964,144.8,978,wait,32,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3572,6,252,252,270,966
3948,9600,12000,4288,6,29,46,864,143.6,978,wait,32,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3554,6,252,252,270,984
3951,9600,12000,4288,6,29,46,864,143.6,978,wait,32,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3554,6,252,252,270,984
3954,9600,12000,4288,6,28,47,850,139.0,981,wait,33,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3551,6,252,252,270,987
3957,9600,12000,4288,6,27,48,850,139.0,984,wait,34,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3548,6,252,252,270,990
3960,9600,12000,4540,6,27,47,1336,140.0,981,wait,33,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3800,6,252,252,270,990
3963,9600,12000,4540,6,27,48,1350,144.7,984,wait,34,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3797,6,252,252,270,993
3966,9600,12000,4540,6,25,48,1364,149.4,984,wait,34,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3797,6,252,252,270,993
3969,9600,12000,4540,6,24,45,1222,134.2,975,wait,31,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3779,6,252,252,270,1011
3972,9600,12000,4540,6,24,46,1350,144.7,978,wait,32,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3776,6,252,252,270,1014
3975,9600,12000,4540,6,24,44,1336,140.0,972,wait,30,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3776,6,252,252,270,1014
3978,9600,12000,4540,6,23,44,1275,139.7,957,wait,31,0,0,3,10,0,0,0,out-of-radius,0,0,0,0,0,3773,6,252,252,270,1017
3981,9600,12000,4540,6,23,44,1361,136.2,957,wait,31,0,0,3,10,0,0,0,out-of-radius,0,0,0,0,0,3773,6,252,252,270,1017
3984,9600,12000,4540,6,23,44,1408,131.9,972,wait,30,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3755,6,252,252,270,1035
3987,9600,12000,4540,6,23,45,1464,150.5,975,wait,31,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,3752,6,252,252,270,1038
3990,9600,12000,4793,6,22,45,1578,156.3,975,wait,31,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,4005,6,252,252,270,1038
3993,9600,12000,4793,6,20,45,1578,156.3,975,wait,31,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,4002,6,252,252,270,1041
3996,9600,12000,4793,6,17,44,1550,147.0,972,wait,30,0,0,4,10,0,0,0,out-of-radius,0,0,0,0,0,4002,6,252,252,270,1041
3999,9600,12000,4793,6,17,39,889,139.8,552,wait,31,0,0,3,5,0,0,0,out-of-radius,0,0,0,0,0,3999,6,252,252,270,1044
4002,9600,12000,4793,6,17,37,1008,127.3,561,wait,28,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3981,6,252,252,270,1062
4005,9600,12000,4793,6,17,37,1036,136.6,561,wait,28,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3981,6,252,252,270,1062
4008,9600,12000,4793,6,17,37,1036,136.6,561,wait,28,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3978,6,252,252,270,1065
4011,9600,12000,4793,6,17,36,1022,131.9,558,wait,27,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3978,6,252,252,270,1065
4014,9600,12000,4793,6,17,37,936,135.4,561,wait,28,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3975,6,252,252,270,1068
4017,9600,12000,4793,6,17,38,936,135.4,564,wait,29,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,3972,6,252,252,270,1071
4020,9600,12000,5045,6,17,38,922,130.8,564,wait,29,0,0,4,5,0,0,0,out-of-radius,0,0,0,0,0,4224,6,252,252,270,1071
4023,9600,12000,5045,6,13,39,983,131.1,582,wait,29,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4206,6,252,252,270,1089
4026,9600,12000,5045,6,13,37,941,117.1,576,wait,27,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4206,6,252,252,270,1089
4029,9600,12000,5045,6,12,38,955,121.8,579,wait,28,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4203,6,252,252,270,1092
4032,9600,12000,5045,6,12,38,1069,127.6,579,wait,28,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4200,6,252,252,270,1095
4035,9600,12000,5045,6,9,38,1083,132.3,579,wait,28,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4200,6,252,252,270,1095
4038,9600,12000,5045,6,9,38,1069,127.6,579,wait,28,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4197,6,252,252,270,1098
4041,9600,12000,5045,6,7,38,1069,127.6,579,wait,28,0,0,5,5,0,0,0,out-of-radius,0,0,0,0,0,4197,6,252,252,270,1098
4044,9600,12000,5045,6,7,39,1144,132.6,597,wait,28,0,0,6,5,0,0,0,out-of-radius,0,0,0,0,0,4179,6,252,252,270,1116
4047,9600,12000,5045,6,7,40,1272,143.1,600,wait,29,0,0,6,5,0,0,0,out-of-radius,0,0,0,0,0,4176,6,252,252,270,1119
4050,9600,12000,5298,6,6,40,1314,157.1,600,wait,29,0,0,6,5,0,0,0,out-of-radius,0,0,0,0,0,4429,6,252,252,270,1119
4053,9600,12000,5298,6,6,41,1300,152.4,603,wait,30,0,0,6,5,0,0,0,out-of-radius,0,0,0,0,0,4426,6,252,252,270,1122
4056,9600,12000,5298,6,5,41,1314,157.1,603,wait,30,0,0,6,5,0,0,0,out-of-radius,0,0,0,0,0,4426,6,252,252,270,1122
4059,9600,12000,5298,6,5,42,1389,162.1,621,wait,30,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4408,6,252,252,270,1140
4062,9600,12000,5278,6,5,43,1417,171.4,624,wait,31,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4405,6,252,252,270,1143
4065,9600,12000,5278,6,4,43,1417,171.4,624,wait,31,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4405,6,252,252,270,1143
4068,9600,12000,5278,6,3,44,1431,176.1,627,wait,32,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4402,6,252,252,270,1146
4071,9600,12000,5278,6,2,44,1445,180.7,627,wait,32,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4402,6,252,252,270,1146
4074,9600,12000,5278,6,1,45,1459,185.4,630,wait,33,0,0,7,5,0,0,0,out-of-radius,0,0,0,0,0,4399,6,252,252,270,1149
4077,9600,12000,5278,6,1,46,1534,190.4,648,wait,33,0,0,8,5,0,0,0,out-of-radius,0,0,0,0,0,4381,6,252,252,270,1167
4080,9600,12000,5530,6,1,46,1534,190.4,648,wait,33,0,0,8,5,0,0,0,out-of-radius,0,0,0,0,0,4633,6,252,252,270,1167
4083,9600,12000,5350,6,1,45,1423,181.2,678,wait,34,0,0,5,6,0,0,0,out-of-radius,0,0,0,0,0,4450,6,252,252,270,1170
4086,9600,12000,5350,6,1,45,1451,190.6,678,wait,34,0,0,5,6,0,0,0,out-of-radius,0,0,0,0,0,4450,6,252,252,270,1170
4089,9600,12000,5350,6,1,46,1465,195.2,681,wait,35,0,0,5,6,0,0,0,out-of-radius,0,0,0,0,0,4447,6,252,252,270,1173
4092,9600,12000,5350,6,2,48,1579,201.0,765,wait,36,0,0,5,7,0,0,0,out-of-radius,0,0,0,0,0,4444,6,252,252,270,1176
4095,9600,12000,5350,6,2,48,1579,201.0,765,wait,36,0,0,5,7,0,0,0,out-of-radius,0,0,0,0,0,4444,6,252,252,270,1176
4098,9600,12000,5350,6,2,49,1654,206.0,783,wait,36,0,0,6,7,0,0,0,lost-scoring,4,4,261,261,1,4426,6,252,252,270,1194
4101,9600,12000,5012,6,3,49,1654,206.0,783,wipe,36,0,0,6,7,0,0,0,-,6,5,345,342,97,4426,6,252,252,608,1194
4104,9600,12000,5012,6,4,51,1768,211.9,867,wipe,37,0,0,6,8,0,0,0,-,6,5,345,342,97,4423,6,252,252,608,1197
4107,9600,12000,5012,6,4,52,1782,216.5,870,wait,38,0,0,6,8,0,0,0,cooldown,8,5,351,342,140,4420,6,252,252,608,1200
4110,9500,12000,5265,6,4,51,1307,206.9,852,wait,38,0,0,5,8,0,0,0,cooldown,8,5,351,342,140,4673,6,252,252,608,1200
4113,9500,12000,5265,6,5,53,1482,213.1,951,wait,38,0,0,6,9,0,0,0,cooldown,8,7,336,333,101,4655,6,252,252,608,1218
4116,9500,12000,5265,6,5,53,1482,213.1,951,wait,38,0,0,6,9,0,0,0,cooldown,12,8,441,336,102,4655,6,252,252,608,1218
4119,9500,12000,5265,6,5,54,1496,217.7,954,wait,39,0,0,6,9,0,0,0,cooldown,12,8,441,336,102,4652,6,252,252,608,1221
4122,9500,12000,5265,6,6,56,1610,223.6,1038,wait,40,0,0,6,10,0,0,0,cooldown,15,10,450,435,119,4649,6,252,252,608,1224
4125,9500,12000,5265,6,6,56,1610,223.6,1038,wait,40,0,0,6,10,0,0,0,cooldown,15,10,450,435,119,4649,6,252,252,608,1224
4128,9500,12000,5265,6,6,57,1624,228.2,1041,wait,41,0,0,6,10,0,0,0,cooldown,17,9,456,354,154,4646,6,252,252,608,1227
4131,9500,12000,5265,6,6,57,1624,228.2,1041,wait,41,0,0,6,10,0,0,0,cooldown,19,5,462,108,206,4646,6,252,252,608,1227
4134,9500,12000,5265,6,6,58,1699,233.2,1059,wait,41,0,0,7,10,0,0,0,cooldown,19,5,462,108,206,4628,6,252,252,608,1245
4137,9500,12000,5265,6,6,59,1713,237.9,1062,wait,42,0,0,7,10,0,0,0,cooldown,21,2,483,21,270,4625,6,252,252,608,1248
4140,9500,12000,5517,6,6,58,2038,237.5,1044,wait,42,0,0,6,10,0,0,0,cooldown,21,2,483,21,270,4877,6,252,252,608,1248
4143,9500,12000,5514,6,7,59,1952,241.0,1047,critical,43,0,0,6,10,0,0,0,cooldown,21,4,468,90,265,4874,6,252,252,611,1251
4146,9500,12000,5514,6,7,58,1938,236.3,1044,wait,42,0,0,6,10,0,0,0,cooldown,20,3,387,9,273,4874,6,252,252,611,1251
4149,9500,12000,5514,6,7,59,1952,241.0,1047,wait,43,0,0,6,10,0,0,0,cooldown,20,3,387,9,273,4871,6,252,252,611,1254
4152,9500,12000,5514,6,7,60,2027,246.0,1065,wait,43,0,0,7,10,0,0,0,cooldown,24,12,414,285,285,4853,6,252,252,611,1272
4155,9500,12000,5514,6,7,57,1985,232.0,1056,wait,40,0,0,7,10,0,0,0,cooldown,24,12,414,285,285,4853,6,252,252,611,1272
4158,9500,12000,5511,6,7,57,1985,232.0,1056,critical,40,0,0,7,10,0,0,0,cooldown,21,12,405,363,243,4850,6,252,252,614,1275
4161,9500,12000,5508,6,8,57,1985,232.0,1056,critical,40,0,0,7,10,0,0,0,cooldown,21,13,405,366,266,4850,6,252,252,617,1275
4164,9500,12000,5508,6,8,58,1999,236.7,1059,critical,41,0,0,7,10,0,0,0,cooldown,21,13,405,366,266,4847,6,252,252,617,1278
4167,9500,12000,5505,6,9,56,1824,230.5,960,critical,41,0,0,6,9,0,0,0,cooldown,22,15,408,387,266,4844,6,252,252,620,1281
4170,9500,12000,5758,6,9,56,1824,230.5,960,critical,41,0,0,6,9,0,0,0,cooldown,22,15,408,387,266,5097,6,252,252,620,1281
4173,9500,12000,5758,6,9,57,1899,235.5,978,wait,41,0,0,7,9,0,0,0,cooldown,21,13,327,288,266,5079,6,252,252,620,1299
4176,9500,12000,5755,6,10,57,1999,236.7,978,critical,41,0,0,7,9,0,0,0,cooldown,21,14,327,291,231,5079,6,252,252,623,1299
4179,9500,12000,5755,6,10,58,2013,241.3,981,critical,42,0,0,7,9,0,0,0,cooldown,21,14,327,291,231,5076,6,252,252,623,1302
4182,9500,12000,5755,6,10,46,1526,195.6,696,wait,34,0,0,6,6,0,0,0,cooldown,10,4,123,12,256,5073,6,252,252,623,1305
4185,9500,12000,5755,6,10,46,1526,195.6,696,wait,34,0,0,6,6,0,0,0,cooldown,10,4,123,12,256,5073,6,252,252,623,1305
4188,9500,12000,5755,6,10,47,1587,195.9,714,wait,34,0,0,7,6,0,0,0,cooldown,11,4,126,12,258,5055,6,252,252,623,1323
4191,9500,12000,5755,6,10,47,1587,195.9,714,wait,34,0,0,7,6,0,0,0,cooldown,13,5,147,30,252,5055,6,252,252,623,1323
4194,9500,12000,5755,6,10,48,1601,200.6,717,wait,35,0,0,7,6,0,0,0,cooldown,13,5,147,30,252,5052,6,252,252,623,1326
4197,9500,12000,5755,6,10,49,1615,205.2,720,wait,36,0,0,7,6,0,0,0,cooldown,13,6,147,33,217,5049,6,252,252,623,1329
4200,9500,12000,6007,6,10,49,1615,205.2,720,wait,36,0,0,7,6,0,0,0,cooldown,13,6,147,33,217,5301,6,252,252,623,1329
4203,9500,12000,6007,6,10,50,1629,209.9,723,wait,37,0,0,7,6,0,0,0,cooldown,15,7,231,36,277,5298,6,252,252,623,1332
4206,9500,12000,6007,6,10,50,1559,186.6,723,wait,37,0,0,7,6,0,0,0,cooldown,17,4,252,120,252,5298,6,252,252,623,1332
4209,9500,12000,6007,6,8,49,1545,181.9,720,wait,36,0,0,7,6,0,0,0,cooldown,17,4,252,120,252,5280,6,252,252,623,1350
4212,9500,12000,6007,6,8,49,1384,180.4,705,wait,37,0,0,6,6,0,0,0,cooldown,15,2,216,6,235,5277,6,252,252,623,1353
4215,9500,12000,6007,6,8,49,1384,180.4,705,wait,37,0,0,6,6,0,0,0,cooldown,15,2,216,6,235,5277,6,252,252,623,1353
4218,9500,12000,6007,6,8,49,1384,180.4,705,wait,37,0,0,6,6,0,0,0,cooldown,14,2,213,6,185,5274,6,252,252,623,1356
4221,9500,12000,6007,6,8,49,1384,180.4,705,wait,37,0,0,6,6,0,0,0,cooldown,16,3,297,102,232,5274,6,252,252,623,1356
4224,9500,12000,6007,6,8,50,1398,185.1,708,wait,38,0,0,6,6,0,0,0,cooldown,16,3,297,102,232,5271,6,252,252,623,1359
4227,9500,12000,6007,6,8,51,1473,190.1,726,wait,38,0,0,7,6,0,0,0,cooldown,18,5,318,108,207,5253,6,252,252,623,1377
4230,9500,12000,6260,6,8,51,1459,185.4,726,wait,38,0,0,7,6,0,0,0,cooldown,18,5,318,108,207,5506,6,252,252,623,1377
4233,9500,12000,6260,6,8,52,1473,190.1,729,wait,39,0,0,7,6,0,0,0,cooldown,19,6,399,189,230,5503,6,252,252,623,1380
4236,9500,12000,6260,6,6,52,1543,213.4,729,wait,39,0,0,7,6,0,0,0,cooldown,20,7,402,192,205,5503,6,252,252,623,1380
4239,9500,12000,6260,6,6,53,1557,218.1,732,wait,40,0,0,7,6,0,0,0,cooldown,20,7,402,192,205,5500,6,252,252,623,1383
4242,9500,12000,6260,6,6,54,1571,222.7,735,wait,41,0,0,7,6,0,0,0,cooldown,22,6,486,189,289,5497,6,252,252,623,1386
4245,9500,12000,6260,6,6,51,1396,216.6,555,wait,41,0,0,6,4,0,0,0,cooldown,22,6,486,189,289,5497,6,252,252,623,1386
4248,9500,12000,6260,6,6,52,1471,221.6,573,wait,41,0,0,7,4,0,0,0,cooldown,21,6,327,111,264,5479,6,252,252,623,1404
4251,9500,12000,6260,6,6,52,1485,226.3,573,wait,41,0,0,7,4,0,0,0,cooldown,22,11,408,126,280,5479,6,252,252,623,1404
4254,9500,12000,6260,6,6,53,1499,230.9,576,wait,42,0,0,7,4,0,0,0,cooldown,22,11,408,126,280,5476,6,252,252,623,1407
4257,9500,12000,6260,6,6,54,1513,235.6,579,wait,43,0,0,7,4,0,0,0,cooldown,23,13,411,210,271,5473,6,252,252,623,1410
4260,9500,12000,6512,6,6,54,1527,240.3,579,wait,43,0,0,7,4,0,0,0,cooldown,23,13,411,210,271,5725,6,252,252,623,1410
4263,9500,12000,6512,6,5,55,1532,221.9,597,wait,43,0,0,8,4,0,0,0,cooldown,24,9,414,198,264,5707,6,252,252,623,1428
4266,9500,12000,6512,6,4,53,1448,193.9,591,wait,41,0,0,8,4,0,0,0,cooldown,24,5,429,279,264,5707,6,252,252,623,1428
4269,9500,12000,6512,6,3,54,1462,198.6,594,wait,42,0,0,8,4,0,0,0,cooldown,24,5,429,279,264,5704,6,252,252,623,1431
4272,9500,12000,6512,6,3,55,1476,203.3,597,wait,43,0,0,8,4,0,0,0,cooldown,24,7,429,285,229,5701,6,252,252,623,1434
4275,9500,12000,6512,6,2,55,1476,203.3,597,wait,43,0,0,8,4,0,0,0,cooldown,24,7,429,285,229,5701,6,252,252,623,1434
