p1_team,p1_off,p1_def,p2_team,p2_off,p2_def,map,shadow,winner_side,decided,ticks,seconds
Red,nuke,reinforcements,Blue,freeze,wall,Yellow,0,1,decisive,7950,265.0
Red,nuke,reinforcements,Green,nuke,heal,White,0,1,decisive,7903,263.4
Red,nuke,reinforcements,Green,nuke,reinforcements,White,0,2,decisive,5206,173.5
Red,nuke,reinforcements,Green,nuke,speed,Purple,0,1,decisive,6534,217.8
Red,nuke,reinforcements,Green,nuke,wall,Orange,0,1,decisive,8309,277.0
Red,nuke,reinforcements,Green,firebomb,heal,Orange,0,1,decisive,11305,376.8
Red,nuke,reinforcements,Green,firebomb,reinforcements,Black,0,2,decisive,5629,187.6
Red,nuke,reinforcements,Green,firebomb,speed,Purple,0,1,decisive,7779,259.3
Red,nuke,reinforcements,Green,firebomb,wall,Green,0,1,decisive,12843,428.1
Red,nuke,reinforcements,Green,snipe,heal,Yellow,1,1,decisive,7130,237.7
Red,nuke,reinforcements,Green,snipe,reinforcements,Purple,0,2,decisive,7234,241.1
Red,nuke,reinforcements,Green,snipe,speed,Red,0,1,decisive,5324,177.5
Red,nuke,reinforcements,Green,snipe,wall,Purple,0,1,decisive,7733,257.8
Red,nuke,reinforcements,Green,freeze,heal,Green,0,1,decisive,9149,305.0
Red,nuke,reinforcements,Green,freeze,reinforcements,White,0,2,decisive,8839,294.6
Red,nuke,reinforcements,Green,freeze,speed,Purple,0,1,decisive,5911,197.0
Red,nuke,reinforcements,Green,freeze,wall,Purple,0,1,decisive,7557,251.9
Red,nuke,reinforcements,Orange,nuke,heal,White,0,2,decisive,6337,211.2
Red,nuke,reinforcements,Orange,nuke,reinforcements,Yellow,0,2,decisive,6428,214.3
Red,nuke,reinforcements,Orange,nuke,speed,Blue,0,2,decisive,6097,203.2
Red,nuke,reinforcements,Orange,nuke,wall,Yellow,0,2,decisive,6514,217.1
Red,nuke,reinforcements,Orange,firebomb,heal,Red,0,2,decisive,6580,219.3
Red,nuke,reinforcements,Orange,firebomb,reinforcements,Yellow,0,2,decisive,6884,229.5
Red,nuke,reinforcements,Orange,firebomb,speed,Black,0,1,decisive,9352,311.7
Red,nuke,reinforcements,Orange,firebomb,wall,Blue,0,2,decisive,8446,281.5
Red,nuke,reinforcements,Orange,snipe,heal,White,0,2,decisive,6740,224.7
Red,nuke,reinforcements,Orange,snipe,reinforcements,Purple,0,2,decisive,6720,224.0
Red,nuke,reinforcements,Orange,snipe,speed,Purple,0,2,decisive,7594,253.1
Red,nuke,reinforcements,Orange,snipe,wall,Purple,0,2,decisive,8919,297.3
Red,nuke,reinforcements,Orange,freeze,heal,Purple,0,2,decisive,6252,208.4
Red,nuke,reinforcements,Orange,freeze,reinforcements,Green,0,2,decisive,6476,215.9
Red,nuke,reinforcements,Orange,freeze,speed,Green,0,2,decisive,7719,257.3
Red,nuke,reinforcements,Orange,freeze,wall,Green,0,2,decisive,7347,244.9
Red,nuke,reinforcements,Purple,nuke,heal,Green,0,2,decisive,8419,280.6
Red,nuke,reinforcements,Purple,nuke,reinforcements,Green,0,2,decisive,5516,183.9
Red,nuke,reinforcements,Purple,nuke,speed,Purple,0,1,decisive,7258,241.9
Red,nuke,reinforcements,Purple,nuke,wall,Green,0,2,decisive,11740,391.3
Red,nuke,reinforcements,Purple,firebomb,heal,Yellow,0,2,decisive,9531,317.7
Red,nuke,reinforcements,Purple,firebomb,reinforcements,White,0,2,decisive,6744,224.8
Red,nuke,reinforcements,Purple,firebomb,speed,Yellow,0,1,decisive,7681,256.0
Red,nuke,reinforcements,Purple,firebomb,wall,Yellow,0,1,decisive,16035,534.5
Red,nuke,reinforcements,Purple,snipe,heal,Yellow,0,1,decisive,7944,264.8
Red,nuke,reinforcements,Purple,snipe,reinforcements,Orange,0,2,decisive,6653,221.8
Red,nuke,reinforcements,Purple,snipe,speed,Red,0,1,decisive,7569,252.3
Red,nuke,reinforcements,Purple,snipe,wall,Purple,0,1,decisive,8055,268.5
Red,nuke,reinforcements,Purple,freeze,heal,Orange,0,1,decisive,9219,307.3
Red,nuke,reinforcements,Purple,freeze,reinforcements,Blue,0,2,decisive,6778,225.9
Red,nuke,reinforcements,Purple,freeze,speed,Orange,0,1,decisive,7127,237.6
Red,nuke,reinforcements,Purple,freeze,wall,Black,0,1,decisive,14442,481.4
Red,nuke,reinforcements,Red,nuke,heal,White,1,1,decisive,7164,238.8
Red,nuke,reinforcements,Red,nuke,reinforcements,Purple,0,2,decisive,12334,411.1
Red,nuke,reinforcements,Red,nuke,speed,Yellow,0,1,decisive,5726,190.9
Red,nuke,reinforcements,Red,nuke,wall,Orange,0,1,decisive,7951,265.0
Red,nuke,reinforcements,Red,firebomb,heal,Green,0,1,decisive,7568,252.3
Red,nuke,reinforcements,Red,firebomb,reinforcements,Yellow,0,2,decisive,16122,537.4
Red,nuke,reinforcements,Red,firebomb,speed,Red,0,1,decisive,6930,231.0
Red,nuke,reinforcements,Red,firebomb,wall,Green,0,2,decisive,11864,395.5
Red,nuke,reinforcements,Red,snipe,heal,Red,0,1,decisive,6518,217.3
Red,nuke,reinforcements,Red,snipe,reinforcements,Red,0,1,decisive,7158,238.6
Red,nuke,reinforcements,Red,snipe,speed,Black,0,1,decisive,5563,185.4
Red,nuke,reinforcements,Red,snipe,wall,White,0,1,decisive,8915,297.2
Red,nuke,reinforcements,Red,freeze,heal,Yellow,0,2,decisive,12809,427.0
Red,nuke,reinforcements,Red,freeze,reinforcements,Blue,0,1,decisive,7421,247.4
Red,nuke,reinforcements,Red,freeze,speed,White,0,1,decisive,6282,209.4
Red,nuke,reinforcements,Red,freeze,wall,Orange,0,1,decisive,8184,272.8
Red,nuke,reinforcements,White,nuke,heal,Green,0,1,decisive,8451,281.7
Red,nuke,reinforcements,White,nuke,reinforcements,Orange,0,2,decisive,6570,219.0
Red,nuke,reinforcements,White,nuke,speed,Green,0,2,decisive,5310,177.0
Red,nuke,reinforcements,White,nuke,wall,Orange,0,2,decisive,5629,187.6
Red,nuke,reinforcements,White,firebomb,heal,Purple,0,1,decisive,7848,261.6
Red,nuke,reinforcements,White,firebomb,reinforcements,Green,0,2,decisive,6283,209.4
Red,nuke,reinforcements,White,firebomb,speed,Red,0,1,decisive,7744,258.1
Red,nuke,reinforcements,White,firebomb,wall,Red,0,2,decisive,6194,206.5
Red,nuke,reinforcements,White,snipe,heal,White,0,1,decisive,7507,250.2
Red,nuke,reinforcements,White,snipe,reinforcements,White,1,2,decisive,6372,212.4
Red,nuke,reinforcements,White,snipe,speed,Red,0,1,decisive,5025,167.5
Red,nuke,reinforcements,White,snipe,wall,Red,0,1,decisive,8924,297.5
Red,nuke,reinforcements,White,freeze,heal,Blue,0,1,decisive,7466,248.9
Red,nuke,reinforcements,White,freeze,reinforcements,Purple,0,2,decisive,6019,200.6
Red,nuke,reinforcements,White,freeze,speed,Purple,0,1,decisive,7160,238.7
Red,nuke,reinforcements,White,freeze,wall,Red,0,2,decisive,10541,351.4
Red,nuke,reinforcements,Yellow,nuke,heal,Red,0,1,decisive,8058,268.6
Red,nuke,reinforcements,Yellow,nuke,reinforcements,Red,0,2,decisive,6495,216.5
Red,nuke,reinforcements,Yellow,nuke,speed,Orange,0,1,decisive,5781,192.7
Red,nuke,reinforcements,Yellow,nuke,wall,Yellow,0,2,decisive,10088,336.3
Red,nuke,reinforcements,Yellow,firebomb,heal,White,0,1,decisive,6905,230.2
Red,nuke,reinforcements,Yellow,firebomb,reinforcements,Purple,0,2,decisive,6407,213.6
Red,nuke,reinforcements,Yellow,firebomb,speed,Yellow,0,1,decisive,6775,225.8
Red,nuke,reinforcements,Yellow,firebomb,wall,Purple,0,2,decisive,5134,171.1
Red,nuke,reinforcements,Yellow,snipe,heal,Red,0,1,decisive,5940,198.0
Red,nuke,reinforcements,Yellow,snipe,reinforcements,Black,0,2,decisive,6571,219.0
Red,nuke,reinforcements,Yellow,snipe,speed,Orange,0,1,decisive,5981,199.4
Red,nuke,reinforcements,Yellow,snipe,wall,Purple,0,2,decisive,7066,235.5
Red,nuke,reinforcements,Yellow,freeze,heal,White,0,1,decisive,7214,240.5
Red,nuke,reinforcements,Yellow,freeze,reinforcements,Purple,0,2,decisive,5289,176.3
Red,nuke,reinforcements,Yellow,freeze,speed,White,0,1,decisive,6200,206.7
Red,nuke,reinforcements,Yellow,freeze,wall,Purple,0,2,decisive,5370,179.0
Red,nuke,speed,Black,nuke,heal,Purple,0,2,decisive,5151,171.7
Red,nuke,speed,Black,nuke,reinforcements,Purple,0,2,decisive,4619,154.0
Red,nuke,speed,Black,nuke,speed,White,0,2,decisive,4567,152.2
Red,nuke,speed,Black,nuke,wall,Green,0,2,decisive,8661,288.7
Red,nuke,speed,Black,firebomb,heal,Blue,0,2,decisive,5725,190.8
Red,nuke,speed,Black,firebomb,reinforcements,Orange,0,2,decisive,4924,164.1
Red,nuke,speed,Black,firebomb,speed,Black,0,2,decisive,4990,166.3
Red,nuke,speed,Black,firebomb,wall,Red,0,2,decisive,5269,175.6
Red,nuke,speed,Black,snipe,heal,Black,0,2,decisive,6045,201.5
Red,nuke,speed,Black,snipe,reinforcements,White,0,2,decisive,4103,136.8
Red,nuke,speed,Black,snipe,speed,Black,0,2,decisive,5278,175.9
Red,nuke,speed,Black,snipe,wall,Purple,0,2,decisive,6501,216.7
Red,nuke,speed,Black,freeze,heal,Orange,0,2,decisive,5422,180.7
Red,nuke,speed,Black,freeze,reinforcements,Purple,0,2,decisive,4436,147.9
Red,nuke,speed,Black,freeze,speed,Red,1,2,decisive,4434,147.8
Red,nuke,speed,Black,freeze,wall,Red,0,2,decisive,7749,258.3
Red,nuke,speed,Blue,nuke,heal,Red,0,2,decisive,5843,194.8
Red,nuke,speed,Blue,nuke,reinforcements,Red,0,2,decisive,4808,160.3
Red,nuke,speed,Blue,nuke,speed,Red,0,2,decisive,5754,191.8
Red,nuke,speed,Blue,nuke,wall,Red,0,2,decisive,5661,188.7
Red,nuke,speed,Blue,firebomb,heal,Red,0,2,decisive,7848,261.6
Red,nuke,speed,Blue,firebomb,reinforcements,Red,0,2,decisive,4953,165.1
Red,nuke,speed,Blue,firebomb,speed,Purple,0,2,decisive,11849,395.0
Red,nuke,speed,Blue,firebomb,wall,Red,0,2,decisive,5683,189.4
Red,nuke,speed,Blue,snipe,heal,Blue,0,2,decisive,8622,287.4
Red,nuke,speed,Blue,snipe,reinforcements,Yellow,0,2,decisive,5007,166.9
Red,nuke,speed,Blue,snipe,speed,White,0,2,decisive,5741,191.4
Red,nuke,speed,Blue,snipe,wall,Red,0,2,decisive,6394,213.1
Red,nuke,speed,Blue,freeze,heal,Orange,0,2,decisive,7112,237.1
Red,nuke,speed,Blue,freeze,reinforcements,Orange,0,2,decisive,5560,185.3
Red,nuke,speed,Blue,freeze,speed,Black,0,2,decisive,6193,206.4
Red,nuke,speed,Blue,freeze,wall,Blue,0,2,decisive,8567,285.6
Red,nuke,speed,Green,nuke,heal,White,0,2,decisive,5764,192.1
Red,nuke,speed,Green,nuke,reinforcements,Red,0,2,decisive,5210,173.7
Red,nuke,speed,Green,nuke,speed,Blue,0,2,decisive,6238,207.9
Red,nuke,speed,Green,nuke,wall,Yellow,0,2,decisive,5930,197.7
Red,nuke,speed,Green,firebomb,heal,Purple,0,2,decisive,5761,192.0
Red,nuke,speed,Green,firebomb,reinforcements,White,0,2,decisive,4973,165.8
Red,nuke,speed,Green,firebomb,speed,Blue,0,2,decisive,9258,308.6
Red,nuke,speed,Green,firebomb,wall,Black,0,2,decisive,6313,210.4
Red,nuke,speed,Green,snipe,heal,Red,0,2,decisive,5623,187.4
Red,nuke,speed,Green,snipe,reinforcements,Yellow,0,2,decisive,5075,169.2
Red,nuke,speed,Green,snipe,speed,Orange,0,1,decisive,10866,362.2
Red,nuke,speed,Green,snipe,wall,Green,0,2,decisive,6134,204.5
Red,nuke,speed,Green,freeze,heal,White,0,2,decisive,5871,195.7
Red,nuke,speed,Green,freeze,reinforcements,Blue,0,2,decisive,4737,157.9
Red,nuke,speed,Green,freeze,speed,White,0,2,decisive,10840,361.3
Red,nuke,speed,Green,freeze,wall,Red,0,2,decisive,8682,289.4
Red,nuke,speed,Orange,nuke,heal,Purple,0,2,decisive,5457,181.9
Red,nuke,speed,Orange,nuke,reinforcements,Purple,0,2,decisive,4362,145.4
Red,nuke,speed,Orange,nuke,speed,Black,0,1,decisive,12958,431.9
Red,nuke,speed,Orange,nuke,wall,Orange,0,2,decisive,6049,201.6
Red,nuke,speed,Orange,firebomb,heal,Green,0,2,decisive,6127,204.2
Red,nuke,speed,Orange,firebomb,reinforcements,Yellow,0,2,decisive,5771,192.4
Red,nuke,speed,Orange,firebomb,speed,Orange,1,2,decisive,8095,269.8
Red,nuke,speed,Orange,firebomb,wall,Black,0,2,decisive,7509,250.3
Red,nuke,speed,Orange,snipe,heal,Yellow,0,2,decisive,5607,186.9
Red,nuke,speed,Orange,snipe,reinforcements,Red,0,2,decisive,4738,157.9
Red,nuke,speed,Orange,snipe,speed,Red,0,1,decisive,10926,364.2
Red,nuke,speed,Orange,snipe,wall,Blue,0,2,decisive,5762,192.1
Red,nuke,speed,Orange,freeze,heal,Green,0,2,decisive,7602,253.4
Red,nuke,speed,Orange,freeze,reinforcements,Green,0,2,decisive,4607,153.6
Red,nuke,speed,Orange,freeze,speed,Purple,0,2,decisive,7880,262.7
Red,nuke,speed,Orange,freeze,wall,Yellow,0,2,decisive,7842,261.4
Red,nuke,speed,Purple,nuke,heal,White,0,2,decisive,6128,204.3
Red,nuke,speed,Purple,nuke,reinforcements,Orange,0,2,decisive,5282,176.1
Red,nuke,speed,Purple,nuke,speed,Blue,0,2,decisive,10262,342.1
Red,nuke,speed,Purple,nuke,wall,Green,0,2,decisive,6937,231.2
Red,nuke,speed,Purple,firebomb,heal,Red,0,2,decisive,8147,271.6
Red,nuke,speed,Purple,firebomb,reinforcements,Yellow,0,2,decisive,5289,176.3
Red,nuke,speed,Purple,firebomb,speed,Purple,0,2,decisive,10203,340.1
Red,nuke,speed,Purple,firebomb,wall,Purple,0,2,decisive,9419,314.0
Red,nuke,speed,Purple,snipe,heal,Red,0,2,decisive,10789,359.6
Red,nuke,speed,Purple,snipe,reinforcements,Yellow,0,2,decisive,6362,212.1
Red,nuke,speed,Purple,snipe,speed,Yellow,0,1,decisive,11893,396.4
Red,nuke,speed,Purple,snipe,wall,Purple,0,2,decisive,9095,303.2
Red,nuke,speed,Purple,freeze,heal,Green,1,2,decisive,8986,299.5
Red,nuke,speed,Purple,freeze,reinforcements,Red,0,2,decisive,5132,171.1
Red,nuke,speed,Purple,freeze,speed,Orange,1,2,decisive,11669,389.0
Red,nuke,speed,Purple,freeze,wall,White,0,2,decisive,8597,286.6
Red,nuke,speed,Red,nuke,heal,Orange,0,2,decisive,8512,283.7
Red,nuke,speed,Red,nuke,reinforcements,Yellow,0,2,decisive,5113,170.4
Red,nuke,speed,Red,nuke,speed,Orange,0,1,decisive,8793,293.1
Red,nuke,speed,Red,nuke,wall,Red,0,2,decisive,9122,304.1
Red,nuke,speed,Red,firebomb,heal,Orange,0,2,decisive,9940,331.3
Red,nuke,speed,Red,firebomb,reinforcements,Yellow,0,2,decisive,6629,221.0
Red,nuke,speed,Red,firebomb,speed,Orange,0,2,decisive,10109,337.0
Red,nuke,speed,Red,firebomb,wall,Orange,0,2,decisive,9728,324.3
Red,nuke,speed,Red,snipe,heal,White,0,2,decisive,10138,337.9
Red,nuke,speed,Red,snipe,reinforcements,Red,0,2,decisive,6980,232.7
Red,nuke,speed,Red,snipe,speed,Red,0,1,decisive,8134,271.1
Red,nuke,speed,Red,snipe,wall,Blue,0,2,decisive,7981,266.0
Red,nuke,speed,Red,freeze,heal,Green,0,2,decisive,7338,244.6
Red,nuke,speed,Red,freeze,reinforcements,Green,0,2,decisive,6092,203.1
Red,nuke,speed,Red,freeze,speed,Purple,0,2,decisive,11080,369.3
Red,nuke,speed,Red,freeze,wall,Yellow,0,2,decisive,7805,260.2
Red,nuke,speed,White,nuke,heal,Purple,0,2,decisive,5967,198.9
Red,nuke,speed,White,nuke,reinforcements,Purple,0,2,decisive,4038,134.6
Red,nuke,speed,White,nuke,speed,Blue,0,2,decisive,4397,146.6
Red,nuke,speed,White,nuke,wall,Purple,0,2,decisive,4271,142.4
Red,nuke,speed,White,firebomb,heal,Orange,0,2,decisive,4866,162.2
Red,nuke,speed,White,firebomb,reinforcements,Black,0,2,decisive,4327,144.2
Red,nuke,speed,White,firebomb,speed,Yellow,0,2,decisive,4563,152.1
Red,nuke,speed,White,firebomb,wall,White,0,2,decisive,4404,146.8
Red,nuke,speed,White,snipe,heal,Red,0,2,decisive,8925,297.5
Red,nuke,speed,White,snipe,reinforcements,Yellow,0,2,decisive,4553,151.8
Red,nuke,speed,White,snipe,speed,Blue,0,2,decisive,4060,135.3
Red,nuke,speed,White,snipe,wall,Purple,0,2,decisive,7434,247.8
Red,nuke,speed,White,freeze,heal,Yellow,0,2,decisive,6636,221.2
Red,nuke,speed,White,freeze,reinforcements,Red,0,2,decisive,4813,160.4
Red,nuke,speed,White,freeze,speed,Orange,1,2,decisive,4780,159.3
Red,nuke,speed,White,freeze,wall,Yellow,0,2,decisive,5272,175.7
Red,nuke,speed,Yellow,nuke,heal,White,0,2,decisive,8146,271.5
Red,nuke,speed,Yellow,nuke,reinforcements,Purple,0,2,decisive,4637,154.6
Red,nuke,speed,Yellow,nuke,speed,Yellow,0,2,decisive,5312,177.1
Red,nuke,speed,Yellow,nuke,wall,Yellow,0,2,decisive,5665,188.8
Red,nuke,speed,Yellow,firebomb,heal,Blue,1,2,decisive,6318,210.6
Red,nuke,speed,Yellow,firebomb,reinforcements,Purple,0,2,decisive,6789,226.3
Red,nuke,speed,Yellow,firebomb,speed,Purple,0,2,decisive,5015,167.2
Red,nuke,speed,Yellow,firebomb,wall,Yellow,1,2,decisive,5689,189.6
Red,nuke,speed,Yellow,snipe,heal,Red,0,2,decisive,6239,208.0
Red,nuke,speed,Yellow,snipe,reinforcements,Red,0,2,decisive,4522,150.7
Red,nuke,speed,Yellow,snipe,speed,Blue,0,2,decisive,7286,242.9
Red,nuke,speed,Yellow,snipe,wall,Red,0,2,decisive,8422,280.7
Red,nuke,speed,Yellow,freeze,heal,Orange,0,2,decisive,9377,312.6
Red,nuke,speed,Yellow,freeze,reinforcements,Purple,0,2,decisive,4992,166.4
Red,nuke,speed,Yellow,freeze,speed,Yellow,0,2,decisive,9180,306.0
Red,nuke,speed,Yellow,freeze,wall,Green,0,2,decisive,8796,293.2
Red,nuke,wall,Black,nuke,heal,Blue,0,1,decisive,7278,242.6
Red,nuke,wall,Black,nuke,reinforcements,Green,0,2,decisive,7185,239.5
Red,nuke,wall,Black,nuke,speed,White,1,1,decisive,9289,309.6
Red,nuke,wall,Black,nuke,wall,Purple,0,2,decisive,7109,237.0
Red,nuke,wall,Black,firebomb,heal,Blue,0,1,decisive,9410,313.7
Red,nuke,wall,Black,firebomb,reinforcements,Orange,0,2,decisive,7452,248.4
Red,nuke,wall,Black,firebomb,speed,Red,0,1,decisive,9458,315.3
Red,nuke,wall,Black,firebomb,wall,Blue,0,1,decisive,9649,321.6
Red,nuke,wall,Black,snipe,heal,Green,0,1,decisive,7355,245.2
Red,nuke,wall,Black,snipe,reinforcements,Blue,0,2,decisive,8124,270.8
Red,nuke,wall,Black,snipe,speed,Yellow,1,1,decisive,8099,270.0
Red,nuke,wall,Black,snipe,wall,Red,0,1,decisive,9432,314.4
Red,nuke,wall,Black,freeze,heal,Orange,1,1,decisive,10410,347.0
Red,nuke,wall,Black,freeze,reinforcements,Blue,0,2,decisive,7443,248.1
Red,nuke,wall,Black,freeze,speed,Blue,0,1,decisive,9296,309.9
Red,nuke,wall,Black,freeze,wall,Red,0,1,decisive,9290,309.7
Red,nuke,wall,Blue,nuke,heal,Green,0,1,decisive,8425,280.8
Red,nuke,wall,Blue,nuke,reinforcements,Yellow,0,2,decisive,9125,304.2
Red,nuke,wall,Blue,nuke,speed,Green,1,1,decisive,7755,258.5
Red,nuke,wall,Blue,nuke,wall,Green,1,2,decisive,10399,346.6
Red,nuke,wall,Blue,firebomb,heal,Red,0,1,decisive,9191,306.4
Red,nuke,wall,Blue,firebomb,reinforcements,White,0,2,decisive,9243,308.1
Red,nuke,wall,Blue,firebomb,speed,Green,0,1,decisive,7431,247.7
Red,nuke,wall,Blue,firebomb,wall,Blue,0,2,decisive,8779,292.6
Red,nuke,wall,Blue,snipe,heal,Yellow,0,1,decisive,9910,330.3
Red,nuke,wall,Blue,snipe,reinforcements,Orange,1,2,decisive,7777,259.2
Red,nuke,wall,Blue,snipe,speed,Orange,0,1,decisive,7139,238.0
Red,nuke,wall,Blue,snipe,wall,Yellow,0,1,decisive,8979,299.3
Red,nuke,wall,Blue,freeze,heal,White,0,1,decisive,7712,257.1
Red,nuke,wall,Blue,freeze,reinforcements,Red,0,2,decisive,7754,258.5
Red,nuke,wall,Blue,freeze,speed,Blue,0,1,decisive,7735,257.8
Red,nuke,wall,Blue,freeze,wall,Blue,0,1,decisive,7630,254.3
Red,nuke,wall,Green,nuke,heal,Orange,0,1,decisive,9339,311.3
Red,nuke,wall,Green,nuke,reinforcements,Green,0,2,decisive,7272,242.4
Red,nuke,wall,Green,nuke,speed,Red,0,1,decisive,7836,261.2
Red,nuke,wall,Green,nuke,wall,Blue,0,1,decisive,11331,377.7
Red,nuke,wall,Green,firebomb,heal,Purple,0,1,decisive,10963,365.4
Red,nuke,wall,Green,firebomb,reinforcements,Purple,0,2,decisive,7001,233.4
Red,nuke,wall,Green,firebomb,speed,Red,0,1,decisive,8495,283.2
Red,nuke,wall,Green,firebomb,wall,White,0,2,decisive,12988,432.9
Red,nuke,wall,Green,snipe,heal,Orange,0,1,decisive,7296,243.2
Red,nuke,wall,Green,snipe,reinforcements,Black,0,1,decisive,6619,220.6
Red,nuke,wall,Green,snipe,speed,Orange,0,1,decisive,5846,194.9
Red,nuke,wall,Green,snipe,wall,Purple,0,1,decisive,8270,275.7
Red,nuke,wall,Green,freeze,heal,Orange,0,1,decisive,9756,325.2
Red,nuke,wall,Green,freeze,reinforcements,Green,0,2,decisive,8756,291.9
Red,nuke,wall,Green,freeze,speed,Yellow,0,1,decisive,7923,264.1
Red,nuke,wall,Green,freeze,wall,Red,0,1,decisive,9158,305.3
Red,nuke,wall,Orange,nuke,heal,Green,0,2,decisive,8806,293.5
Red,nuke,wall,Orange,nuke,reinforcements,Red,0,2,decisive,6735,224.5
Red,nuke,wall,Orange,nuke,speed,White,0,1,decisive,10151,338.4
Red,nuke,wall,Orange,nuke,wall,Green,0,2,decisive,7999,266.6
Red,nuke,wall,Orange,firebomb,heal,Purple,0,1,decisive,9579,319.3
Red,nuke,wall,Orange,firebomb,reinforcements,Yellow,0,2,decisive,6910,230.3
Red,nuke,wall,Orange,firebomb,speed,Blue,0,1,decisive,9756,325.2
Red,nuke,wall,Orange,firebomb,wall,White,0,2,decisive,8417,280.6
Red,nuke,wall,Orange,snipe,heal,Purple,0,2,decisive,8409,280.3
Red,nuke,wall,Orange,snipe,reinforcements,Red,0,2,decisive,7191,239.7
Red,nuke,wall,Orange,snipe,speed,Red,1,1,decisive,9850,328.3
Red,nuke,wall,Orange,snipe,wall,Blue,0,2,decisive,8446,281.5
Red,nuke,wall,Orange,freeze,heal,Blue,0,2,decisive,8612,287.1
Red,nuke,wall,Orange,freeze,reinforcements,Yellow,0,2,decisive,4722,157.4
Red,nuke,wall,Orange,freeze,speed,White,0,2,decisive,7893,263.1
Red,nuke,wall,Orange,freeze,wall,Green,0,2,decisive,8362,278.7
Red,nuke,wall,Purple,nuke,heal,Red,0,1,decisive,9919,330.6
Red,nuke,wall,Purple,nuke,reinforcements,Blue,0,2,decisive,7441,248.0
Red,nuke,wall,Purple,nuke,speed,Red,0,1,decisive,9896,329.9
Red,nuke,wall,Purple,nuke,wall,White,0,2,decisive,9762,325.4
Red,nuke,wall,Purple,firebomb,heal,Purple,0,1,decisive,9406,313.5
Red,nuke,wall,Purple,firebomb,reinforcements,Red,0,2,decisive,6962,232.1
Red,nuke,wall,Purple,firebomb,speed,White,1,1,decisive,9754,325.1
Red,nuke,wall,Purple,firebomb,wall,Yellow,0,2,decisive,8415,280.5
Red,nuke,wall,Purple,snipe,heal,Green,1,1,decisive,9599,320.0
Red,nuke,wall,Purple,snipe,reinforcements,Black,0,2,decisive,6287,209.6
Red,nuke,wall,Purple,snipe,speed,Orange,0,1,decisive,7747,258.2
Red,nuke,wall,Purple,snipe,wall,Purple,0,1,decisive,9750,325.0
Red,nuke,wall,Purple,freeze,heal,Green,0,2,decisive,7932,264.4
Red,nuke,wall,Purple,freeze,reinforcements,Blue,0,2,decisive,7402,246.7
Red,nuke,wall,Purple,freeze,speed,Red,0,1,decisive,9753,325.1
Red,nuke,wall,Purple,freeze,wall,Purple,0,1,decisive,10279,342.6
Red,nuke,wall,Red,nuke,heal,White,0,1,decisive,10429,347.6
Red,nuke,wall,Red,nuke,reinforcements,Orange,0,2,decisive,8069,269.0
Red,nuke,wall,Red,nuke,speed,Red,0,1,decisive,9935,331.2
Red,nuke,wall,Red,nuke,wall,Red,0,2,decisive,9951,331.7
Red,nuke,wall,Red,firebomb,heal,Yellow,0,1,decisive,9004,300.1
Red,nuke,wall,Red,firebomb,reinforcements,Red,0,2,decisive,7881,262.7
Red,nuke,wall,Red,firebomb,speed,Purple,0,1,decisive,7100,236.7
Red,nuke,wall,Red,firebomb,wall,Purple,1,2,decisive,10579,352.6
Red,nuke,wall,Red,snipe,heal,Red,0,1,decisive,8615,287.2
Red,nuke,wall,Red,snipe,reinforcements,Orange,0,1,decisive,13427,447.6
Red,nuke,wall,Red,snipe,speed,Red,0,1,decisive,8162,272.1
Red,nuke,wall,Red,snipe,wall,Green,0,1,decisive,10049,335.0
Red,nuke,wall,Red,freeze,heal,Black,0,1,decisive,9080,302.7
Red,nuke,wall,Red,freeze,reinforcements,White,0,2,decisive,7836,261.2
Red,nuke,wall,Red,freeze,speed,Black,0,1,decisive,8546,284.9
Red,nuke,wall,Red,freeze,wall,Yellow,0,1,decisive,9162,305.4
Red,nuke,wall,White,nuke,heal,Green,0,2,decisive,6921,230.7
Red,nuke,wall,White,nuke,reinforcements,Red,0,2,decisive,4314,143.8
Red,nuke,wall,White,nuke,speed,Blue,0,2,decisive,6862,228.7
Red,nuke,wall,White,nuke,wall,Yellow,1,2,decisive,6739,224.6
Red,nuke,wall,White,firebomb,heal,Purple,0,2,decisive,7782,259.4
Red,nuke,wall,White,firebomb,reinforcements,White,0,2,decisive,7310,243.7
Red,nuke,wall,White,firebomb,speed,White,0,1,decisive,8817,293.9
Red,nuke,wall,White,firebomb,wall,Black,0,2,decisive,7623,254.1
Red,nuke,wall,White,snipe,heal,White,0,1,decisive,7329,244.3
Red,nuke,wall,White,snipe,reinforcements,Yellow,0,2,decisive,4801,160.0
Red,nuke,wall,White,snipe,speed,Orange,0,1,decisive,8442,281.4
Red,nuke,wall,White,snipe,wall,Red,0,2,decisive,9378,312.6
Red,nuke,wall,White,freeze,heal,White,0,1,decisive,9429,314.3
Red,nuke,wall,White,freeze,reinforcements,Red,0,2,decisive,7635,254.5
Red,nuke,wall,White,freeze,speed,Yellow,0,1,decisive,9273,309.1
Red,nuke,wall,White,freeze,wall,Green,0,2,decisive,8451,281.7
Red,nuke,wall,Yellow,nuke,heal,Blue,0,2,decisive,9988,332.9
Red,nuke,wall,Yellow,nuke,reinforcements,Black,0,2,decisive,8997,299.9
Red,nuke,wall,Yellow,nuke,speed,Red,0,1,decisive,9739,324.6
Red,nuke,wall,Yellow,nuke,wall,Blue,0,2,decisive,8517,283.9
